сапогоу,Nb,1128,сапогъ
вѣчьнꙑ,A-,411,вѣчьнъ
ꙇ,C-,13,и
тꙑ,Pp,304,тꙑ
сѫтъ,V-,18,бꙑти
съвѣдѣтел҄ьствоуѭштѧ,V-,1810,съвѣдѣтельствовати
о,R-,1,о
мьнѣ,Pp,440,азъ
ꙇ,C-,13,и
не,Df,8,не
хоштете,V-,301,хотѣти
прити,V-,221,прити
къ,R-,59,къ
мнѣ,Pp,440,азъ
да,G-,366,да
животъ,Nb,36,животъ
ꙇмате,V-,9,имѣти
славꙑ,Nb,291,слава
отъ,R-,80,отъ
ч҃къ,Nb,211,чловѣкъ
не,Df,8,не
приемлѭ,V-,589,приимати
нъ,C-,11,нъ
разоумѣхъ,V-,1260,разоумѣти
вꙑ,Pp,266,вꙑ
ѣко,G-,115,ꙗко
л҄юбъве,Nb,518,любꙑ
б҃жиѩ,A-,239,божии
не,Df,8,не
ꙇмате,V-,9,имѣти
вь,R-,111,въ
себѣ,Pk,21,себе
азъ,Pp,440,азъ
придъ,V-,221,прити
въ,R-,111,въ
імѧ,Nb,442,имѧ
о҃ца,Nb,34,богъ
моего,Ps,447,мои
ꙇ,C-,13,и
не,Df,8,не
приемл҄ете,V-,589,приимати
мене,Pp,440,азъ
аште,G-,248,аще
ꙇнъ,Px,259,инъ
придетъ,V-,221,прити
въ,R-,111,въ
імѧ,Nb,442,имѧ
свое,Pt,217,свои
того,Pd,105,тъ
приемлете,V-,589,приимати
како,Du,30,како
вꙑ,Pp,266,вꙑ
можете,V-,31,мощи
вѣровати,V-,968,вѣровати
славѫ,Nb,291,слава
дроугъ,Pc,1833,дроугъ
отъ,R-,80,отъ
дроуга,Pc,1833,дроугъ
приемл҄ѭште,V-,589,приимати
ꙇ,C-,13,и
славꙑ,Nb,291,слава
ѣже,Pr,96,иже
отъ,R-,80,отъ
ꙇночѧдаго,A-,2678,иночѧдъ
б҃жиѣ,A-,239,божии
не,Df,8,не
ꙇштете,V-,114,искати
не,Df,8,не
мьните,V-,166,мьнѣти
ѣко,G-,115,ꙗко
на,R-,117,на
вꙑ,Pp,266,вꙑ
рекѫ,V-,106,рещи
азъ,Pp,440,азъ
къ,R-,59,къ
о҃цю,Nb,306,отьць
естъ,V-,18,бꙑти
ꙇже,Pr,96,иже
на,R-,117,на
вꙑ,Pp,266,вꙑ
речетъ,V-,106,рещи
мѡси,Ne,945,моси
на,R-,117,на
н҄егоже,Pr,96,иже
вꙑ,Pp,266,вꙑ
оупъваете,V-,1270,оупъвати
аште,G-,248,аще
бо,Df,94,бо
бисте,V-,18,бꙑти
вѣрѫ,Nb,506,вѣра
ꙇмали,V-,2699,имати
мосѣови,Ne,945,моси
вѣрѫ,Nb,506,вѣра
бисте,V-,18,бꙑти
ѩли,V-,1080,ѩти
ꙇ,C-,13,и
мьнѣ,Pp,440,азъ
о,R-,1,о
мнѣ,Pp,440,азъ
бо,Df,94,бо
тъ,Pd,105,тъ
сⸯпа,Nb,61,съпасениѥ
аште,G-,248,аще
ли,Df,249,ли
того,Pd,105,тъ
кън҄игамъ,Nb,10,кънигꙑ
вѣрꙑ,Nb,506,вѣра
не,Df,8,не
емл҄ете,V-,2699,имати
како,Du,30,како
моꙇмъ,Ps,447,мои
г҃ломъ,Nb,468,глаголъ
вѣрѫ,Nb,506,вѣра
ꙇмете,V-,1080,ѩти
По,R-,77,по
сихъ,Pd,47,сь
же,Df,20,же
ꙇде,V-,671,ити
и҃с,Ne,343,исоусъ
на,R-,117,на
онъ,Pd,83,онъ
полъ,Nb,986,полъ#1
морѣ,Nb,1000,морѥ
тивериадьска,A-,3122,тивериꙗдьскъ
по,R-,77,по
н҄емь,Pp,64,и
же,Df,20,же
ꙇдѣаше,V-,671,ити
народъ,Nb,627,народъ
мъногъ,A-,49,мъногъ
ѣко,G-,115,ꙗко
видѣахѫ,V-,479,видѣти
знамениѣ,Nb,1288,знамениѥ
ѣже,Pr,96,иже
творѣаше,V-,637,творити
на,R-,117,на
недѫжьнꙑхъ,A-,979,недѫжьнъ
възиде,V-,1316,възити
же,Df,20,же
на,R-,117,на
горѫ,Nb,930,гора
и҃с,Ne,343,исоусъ
ꙇ,C-,13,и
тоу,Df,177,тоу
сѣдѣаше,V-,1041,сѣдѣти
съ,R-,92,съ
оученикꙑ,Nb,359,оученикъ
своꙇми,Pt,217,свои
Бѣ,V-,18,бꙑти
близъ,R-,581,близъ
пасха,Nb,1897,пасха
праздьникъ,Nb,1901,праздьникъ
ꙇюдеꙇскъ,A-,1587,июдеискъ
вьзведъ,V-,1268,възвести
же,Df,20,же
очи,Nb,427,око
и҃с,Ne,343,исоусъ
видѣ,V-,479,видѣти
ѣко,G-,115,ꙗко
мъногъ,A-,49,мъногъ
народъ,Nb,627,народъ
грѧдетъ,V-,958,грѧсти
къ,R-,59,къ
н҄емоу,Pp,64,и
г҃ла,V-,102,глаголати
къ,R-,59,къ
филипоу,Ne,1106,филипъ
чимь,Pi,134,чьто
коупимъ,V-,1380,коупити
хлѣбꙑ,Nb,783,хлѣбъ
да,G-,366,да
ѣдѧтъ,V-,818,ꙗсти
сиі,Pd,47,сь
се,Pd,47,сь
же,Df,20,же
г҃лаше,V-,102,глаголати
ꙇскоушаѩ,V-,1489,искоушати
і,C-,13,и
самъ,Pd,567,самъ
бо,Df,94,бо
вѣдѣаше,V-,138,вѣдѣти
чьто,Pi,134,чьто
хотѧтъ,V-,301,хотѣти
сътворити,V-,73,сътворити
отъвѣшта,V-,271,отъвѣщати
емоу,Pp,64,и
филипъ,Ne,1106,филипъ
дьвѣма,Ma,230,дъва
сътома,Ma,1318,съто
пѣнѧзь,Nb,1581,пѣнѧѕь
хлѣбъ,Nb,783,хлѣбъ
не,Df,8,не
довьлѧтъ,V-,846,довьлѣти
ꙇмъ,Pp,64,и
да,G-,366,да
кожьдо,Px,1523,къжьдо
ꙇхъ,Pp,64,и
мало,Df,887,мало
чьто,Pi,134,чьто
приіметъ,V-,165,приѩти
г҃ла,V-,102,глаголати
емоу,Pp,64,и
единъ,Ma,243,ѥдинъ
отъ,R-,80,отъ
оученикъ,Nb,359,оученикъ
его,Pp,64,и
анⸯдреа,Ne,1105,аньдреꙗ
братъ,Nb,273,братръ
симона,Ne,1104,симонъ
петра,Ne,438,петръ
естъ,V-,18,бꙑти
отрочишть,Nb,2680,отрочищь
сьде,Df,387,сьде
единъ,Px,987,ѥдинъ
ꙇже,Pr,96,иже
ꙇматъ,V-,9,имѣти
пѧть,Ma,640,пѧть
хлѣбъ,Nb,783,хлѣбъ
ѩчьнѣнъ,A-,3124,ѩчьнъ
ꙇ,C-,13,и
дьвѣ,Ma,230,дъва
рꙑбѣ,Nb,871,рꙑба
нъ,C-,11,нъ
си,Pd,47,сь
чьто,Pi,134,чьто
сѫтъ,V-,18,бꙑти
вь,R-,111,въ
селико,Pd,3125,селикъ
рече,V-,106,рещи
же,Df,20,же
и҃с,Ne,343,исоусъ
сътворите,V-,73,сътворити
ч҃кꙑ,Nb,211,чловѣкъ
вьзлешти,V-,962,възлещи
бѣ,V-,18,бꙑти
же,Df,20,же
трѣва,Nb,1347,трѣва
многа,A-,49,мъногъ
на,R-,117,на
мѣстѣ,Nb,113,мѣсто
вьзлеже,V-,962,възлещи
оубо,Df,6,оубо
мѫжь,Nb,70,мѫжь
числомь,Nb,3000,число
ѣко,Df,771,ꙗко#1
пѧть,Ma,640,пѧть
тꙑсѫшть,Ma,1420,тꙑсѧщи
приѩтъ,V-,165,приѩти
же,Df,20,же
хлѣбꙑ,Nb,783,хлѣбъ
и҃с,Ne,343,исоусъ
ꙇ,C-,13,и
хвалѫ,Nb,429,хвала
въздавъ,V-,686,въздати
подастъ,V-,491,подати
оученикомъ,Nb,359,оученикъ
а,C-,85,а
оученици,Nb,359,оученикъ
вьзлежѧштеꙇмъ,V-,1043,възлежати
такожде,Df,255,такожде
ꙇ,C-,13,и
отъ,R-,80,отъ
рꙑбоу,Nb,871,рꙑба
елико,Pr,2092,ѥликъ
хотѣахѫ,V-,301,хотѣти
ꙇ,C-,13,и
ѣко,G-,115,ꙗко
насꙑтишѧ,V-,621,насꙑтити
сѧ,Pk,21,себе
г҃ла,V-,102,глаголати
оученикомъ,Nb,359,оученикъ
своꙇмъ,Pt,217,свои
съберѣте,V-,233,събьрати
ꙇзбꙑтъкꙑ,Nb,1284,избꙑтъкъ
оукроухъ,Nb,1417,оукроухъ
да,G-,366,да
не,Df,8,не
погꙑбнетъ,V-,1117,погꙑбнѫти
никътоже,Px,940,никътоже
събърашѧ,V-,233,събьрати
же,Df,20,же
ꙇ,C-,13,и
исплънишѧ,V-,1383,испльнити
дъва,Ma,230,дъва
на,R-,117,на
десѧте,Ma,1072,десѧть
коша,Nb,1418,кошь
оукроухъ,Nb,1417,оукроухъ
отъ,R-,80,отъ
пѧти,Ma,640,пѧть
хлѣбъ,Nb,783,хлѣбъ
ѩчьнѣнꙑхъ,A-,3124,ѩчьнъ
ꙇже,Pr,96,иже
ꙇзбꙑшѧ,V-,1319,избꙑти
ѣдъшимъ,V-,818,ꙗсти
Ч҃ци,Nb,211,чловѣкъ
же,Df,20,же
видѣвъше,V-,479,видѣти
знамение,Nb,1288,знамениѥ
еже,Pr,96,иже
сътвори,V-,73,сътворити
и҃с,Ne,343,исоусъ
г҃лахѫ,V-,102,глаголати
ѣко,G-,115,ꙗко
сь,Pd,47,сь
естъ,V-,18,бꙑти
въ,R-,111,въ
ꙇстинѫ,Nb,385,истина
пророкъ,Nb,878,пророкъ
грѧдꙙи,V-,958,грѧсти
въ,R-,111,въ
миръ,Nb,284,миръ#2
ꙇ҃с,Ne,343,исоусъ
же,Df,20,же
разоумѣвъ,V-,1260,разоумѣти
ѣко,G-,115,ꙗко
хотѧтъ,V-,301,хотѣти
прити,V-,221,прити
да,G-,366,да
въсхꙑтѧтъ,V-,3126,въсхꙑтити
і,Pp,64,и
ꙇ,C-,13,и
сътворѧтъ,V-,73,сътворити
і,C-,13,и
ц҃р҄ѣ,Nb,275,цѣсарь
отиде,V-,433,отити
пакꙑ,Df,616,пакꙑ
въ,R-,111,въ
горѫ,Nb,930,гора
единъ,Ma,243,ѥдинъ
Ꙇ,C-,13,и
ѣко,G-,115,ꙗко
поздѣ,Df,977,поздѣ
бꙑстъ,V-,18,бꙑти
сънидѫ,V-,913,сънити
оученици,Nb,359,оученикъ
его,Pp,64,и
на,R-,117,на
море,Nb,1000,морѥ
ꙇ,C-,13,и
вьлѣзъше,V-,456,вълѣсти
въ,R-,111,въ
ладиѭ,Nb,2068,алъдии
ѣдѣахѫ,V-,818,ꙗсти
на,R-,117,на
онъ,Pd,83,онъ
полъ,Nb,986,полъ#1
морѣ,Nb,1000,морѥ
въ,R-,111,въ
каперънаоумъ,Ne,947,каперънаоумъ
ꙇ,C-,13,и
тъма,Nb,810,тьма#1
абие,Df,938,абиѥ
бꙑс,V-,18,бꙑти
ꙇ,C-,13,и
не,Df,8,не
оу,Df,1455,оу
бѣ,V-,18,бꙑти
пришьлъ,V-,221,прити
къ,R-,59,къ
н҄имъ,Pp,64,и
ꙇ҃с,Ne,343,исоусъ
по,R-,77,по
морю,Nb,1000,морѥ
же,Df,20,же
вѣтроу,Nb,917,вѣтръ
великоу,A-,122,великъ
дꙑхаѭштю,V-,3127,дꙑхати
гребъше,V-,3128,грети
же,Df,20,же
ѣко,Df,771,ꙗко#1
дъва,Ma,230,дъва
десѧти,Ma,1072,десѧть
ꙇ,C-,13,и
пѧть,Ma,640,пѧть
стадиі,Nb,3048,стадии
ли,C-,469,ли
ꙉ҃,Ma,1340,триѥ десѧте
ти,Pp,304,тꙑ
оузьрѣшѧ,V-,857,оузьрѣти
ꙇ҃са,Ne,343,исоусъ
ходѧшта,V-,1036,ходити
по,R-,77,по
морю,Nb,1000,морѥ
ꙇ,C-,13,и
близъ,R-,581,близъ
корабл҄ѣ,Nb,998,корабль
бꙑвъшѧ,V-,18,бꙑти
оубоѣшѧ,V-,1156,оубоꙗти
сѧ,Pk,21,себе
онъ,Pd,83,онъ
же,Df,20,же
г҃ла,V-,102,глаголати
ꙇмъ,Pp,64,и
азъ,Pp,440,азъ
есмь,V-,18,бꙑти
не,Df,8,не
боꙇте,V-,1163,боꙗти
сѧ,Pk,21,себе
хотѣахѫ,V-,301,хотѣти
же,Df,20,же
і,C-,13,и
приѩти,V-,165,приѩти
въ,R-,111,въ
корабл҄ь,Nb,998,корабль
ꙇ,C-,13,и
абие,Df,938,абиѥ
бꙑс,V-,18,бꙑти
корабл҄ь,Nb,998,корабль
на,R-,117,на
земл҄и,Nb,210,землꙗ
вь,R-,111,въ
н҄ѭже,Pr,96,иже
ѣдѣахѫ,V-,818,ꙗсти
Въ,R-,111,въ
оутрѣꙇ,A-,844,оутрѣи
же,Df,20,же
дьнь,Nb,523,дьнь
народъ,Nb,627,народъ
ꙇже,Pr,96,иже
стоѣхѫ,V-,774,стоꙗти
об,R-,1,о
онъ,Pd,83,онъ
полъ,Nb,986,полъ#1
морѣ,Nb,1000,морѥ
видѣвъ,V-,479,видѣти
ѣко,G-,115,ꙗко
корабл҄ѣ,Nb,998,корабль
ꙇного,Px,259,инъ
не,Df,8,не
бѣ,V-,18,бꙑти
тоу,Df,177,тоу
тъкъмо,Df,1234,тъкъмо#2
единъ,Ma,243,ѥдинъ
тъ,Pd,105,тъ
въ,R-,111,въ
н҄ьже,Pr,96,иже
вьнидѫ,V-,380,вънити
оученици,Nb,359,оученикъ
его,Pp,64,и
ꙇ,C-,13,и
ѣко,G-,115,ꙗко
не,Df,8,не
вьниде,V-,380,вънити
съ,R-,92,съ
оученикꙑ,Nb,359,оученикъ
своꙇми,Pt,217,свои
и҃с,Ne,343,исоусъ
въ,R-,111,въ
корабл҄ь,Nb,998,корабль
нъ,C-,11,нъ
едини,Px,987,ѥдинъ
оученици,Nb,359,оученикъ
его,Pp,64,и
ꙇдѫ,V-,671,ити
ꙇ,C-,13,и
ини,Px,259,инъ
придѫ,V-,221,прити
корабли,Nb,998,корабль
отъ,R-,80,отъ
тивериѣдꙑ,Ne,3129,тивериꙗ
близъ,R-,581,близъ
мѣста,Nb,113,мѣсто
ꙇдеже,Dq,798,идеже
ѣшѧ,V-,818,ꙗсти
хлѣбꙑ,Nb,783,хлѣбъ
хвалѫ,Nb,429,хвала
въздавъшю,V-,686,въздати
г҃ю,Nb,342,господь
егда,Dq,300,ѥгда
же,Df,20,же
видѣшѧ,V-,479,видѣти
народи,Nb,627,народъ
ѣко,G-,115,ꙗко
ꙇ҃с,Ne,343,исоусъ
не,Df,8,не
бꙑстъ,V-,18,бꙑти
тоу,Df,177,тоу
ни,C-,157,ни
оученикъ,Nb,359,оученикъ
его,Pp,64,и
вьлѣзѫ,V-,456,вълѣсти
сами,Pd,567,самъ
въ,R-,111,въ
корабл҄ѧ,Nb,998,корабль
ꙇ,C-,13,и
придѫ,V-,221,прити
въ,R-,111,въ
каперънаоумъ,Ne,947,каперънаоумъ
ꙇск[оу]ѭште,V-,2244,искоусити
и҃са,Ne,343,исоусъ
ꙇ,C-,13,и
обрѣтъше,V-,225,обрѣсти
і,C-,13,и
об,R-,1,о
онъ,Pd,83,онъ
полъ,Nb,986,полъ#1
морѣ,Nb,1000,морѥ
ꙇ,C-,13,и
рѣшѧ,V-,106,рещи
емоу,Pp,64,и
равви,Nb,1772,равви
когда,Du,1823,когда
сѣмо,Df,1016,сѣмо
приде,V-,221,прити
ѡтъвѣшта,V-,271,отъвѣщати
ꙇмъ,Pp,64,и
и҃с,Ne,343,исоусъ
ꙇ,C-,13,и
рече,V-,106,рещи
амин,I-,298,аминъ
амин,I-,298,аминъ
г҃лѭ,V-,102,глаголати
вамъ,Pp,266,вꙑ
ꙇштете,V-,114,искати
мене,Pp,440,азъ
не,Df,8,не
ѣко,G-,115,ꙗко
видѣсте,V-,479,видѣти
знамениѣ,Nb,1288,знамениѥ
нъ,C-,11,нъ
ѣко,G-,115,ꙗко
ѣли,V-,818,ꙗсти
есте,V-,18,бꙑти
хлѣбꙑ,Nb,783,хлѣбъ
ꙇ,C-,13,и
насꙑтисте,V-,621,насꙑтити
сѧ,Pk,21,себе
дѣлаꙇте,V-,908,дѣлати
брашьно,Nb,1416,брашьно
гꙑбл҄ѭштее,V-,2883,гꙑбати
въ,R-,111,въ
животѣ,Nb,36,животъ
вѣчьнѣмь,A-,411,вѣчьнъ
еже,Pr,96,иже
с҃нъ,Nb,341,сꙑнъ#1
ч҃скꙑ,A-,577,чловѣчьскъ
вамъ,Pp,266,вꙑ
дастъ,V-,116,дати
сего,Pd,47,сь
бо,Df,94,бо
о҃ць,Nb,306,отьць
знамена,V-,2033,знаменати
б҃ъ,Nb,34,богъ
рѣшѧ,V-,106,рещи
же,Df,20,же
къ,R-,59,къ
н҄емоу,Pp,64,и
чьто,Pi,134,чьто
сътворимъ,V-,73,сътворити
да,G-,366,да
дѣлаемъ,V-,908,дѣлати
дѣла,Nb,470,дѣло
б҃жиѣ,A-,239,божии
ѡтъвѣшта,V-,271,отъвѣщати
и҃с,Ne,343,исоусъ
ꙇ,C-,13,и
рече,V-,106,рещи
ꙇмъ,Pp,64,и
се,I-,419,се
естъ,V-,18,бꙑти
дѣло,Nb,470,дѣло
б҃жие,A-,239,божии
да,G-,366,да
вѣроуете,V-,968,вѣровати
въ,R-,111,въ
тъ,Pd,105,тъ
егоже,Pr,96,иже
посъла,V-,63,посълати
онъ,Pd,83,онъ
рѣшѧ,V-,106,рещи
же,Df,20,же
емоу,Pp,64,и
кое,Pi,267,кꙑи
оубо,Df,6,оубо
тꙑ,Pp,304,тꙑ
твориши,V-,637,творити
знамение,Nb,1288,знамениѥ
да,G-,366,да
видимъ,V-,479,видѣти
ꙇ,C-,13,и
вѣрѫ,Nb,506,вѣра
ꙇмемъ,V-,1080,ѩти
тебѣ,Pp,304,тꙑ
Чьто,Pi,134,чьто
дѣлаеши,V-,908,дѣлати
ѡ҃ци,Nb,306,отьць
наши,Ps,338,нашь
ѣшѧ,V-,818,ꙗсти
манⸯна,Ne,0,FIXME
въ,R-,111,въ
поустꙑн҄и,Nb,1192,поустꙑни
ѣкоже,Dq,88,ꙗкоже
естъ,V-,18,бꙑти
псано,V-,32,пьсати
хлѣбъ,Nb,783,хлѣбъ
съ,R-,92,съ
н҃бесе,Nb,209,небо
дастъ,V-,116,дати
ꙇмъ,Pp,64,и
ѣсти,V-,818,ꙗсти
Рече,V-,106,рещи
же,Df,20,же
ꙇмъ,Pp,64,и
и҃с,Ne,343,исоусъ
амин,I-,298,аминъ
амин,I-,298,аминъ
г҃лѭ,V-,102,глаголати
вамъ,Pp,266,вꙑ
не,Df,8,не
моси,Ne,945,моси
дастъ,V-,116,дати
вамъ,Pp,266,вꙑ
хлѣбъ,Nb,783,хлѣбъ
съ,R-,92,съ
н҃се,Nb,209,небо
нъ,C-,11,нъ
о҃ць,Nb,306,отьць
моі,Ps,447,мои
даетъ,V-,737,даꙗти
вамъ,Pp,266,вꙑ
хлѣбъ,Nb,783,хлѣбъ
ꙇстинънꙑи,A-,72,истиньнъ
съ,R-,92,съ
н҃ебсе,Nb,209,небо
хлѣбъ,Nb,783,хлѣбъ
бо,Df,94,бо
б҃жі,A-,239,божии
естъ,V-,18,бꙑти
съходѧи,V-,1529,съходити
съ,R-,92,съ
н҃бсе,Nb,209,небо
ꙇ,C-,13,и
даѩи,V-,737,даꙗти
живота,Nb,36,животъ
мироу,Nb,284,миръ#2
рѣшѧ,V-,106,рещи
же,Df,20,же
къ,R-,59,къ
н҄емоу,Pp,64,и
г҃и,Nb,342,господь
вьсегда,Df,1908,вьсегда
даждь,V-,116,дати
намъ,Pp,167,мꙑ
хлѣбъ,Nb,783,хлѣбъ
сь,Pd,47,сь
рече,V-,106,рещи
же,Df,20,же
ꙇмъ,Pp,64,и
и҃с,Ne,343,исоусъ
Азъ,Pp,440,азъ
есмь,V-,18,бꙑти
хлѣбъ,Nb,783,хлѣбъ
животънꙑ,A-,3131,животьнъ
грѧдꙙи,V-,958,грѧсти
по,R-,77,по
мьнѣ,Pp,440,азъ
не,Df,8,не
ꙇматъ,V-,9,имѣти
възлакати,V-,1246,възалъкати
сѧ,Pk,21,себе
ꙇ,C-,13,и
вѣроуѩі,V-,968,вѣровати
въ,R-,111,въ
мѧ,Pp,440,азъ
не,Df,8,не
ꙇматъ,V-,9,имѣти
въждѧдати,V-,1889,въждѧдати
сѧ,Pk,21,себе
никогдаже,Df,3043,никогдаже
нъ,C-,11,нъ
рѣхъ,V-,106,рещи
вамъ,Pp,266,вꙑ
ѣко,G-,115,ꙗко
ꙇ,C-,13,и
видѣсте,V-,479,видѣти
мѧ,Pp,440,азъ
ꙇ,C-,13,и
не,Df,8,не
вѣроуете,V-,968,вѣровати
ми,Pp,440,азъ
Вьсе,Px,54,вьсь
еже,Pr,96,иже
дастъ,V-,116,дати
мьнѣ,Pp,440,азъ
о҃ць,Nb,306,отьць
къ,R-,59,къ
мьнѣ,Pp,440,азъ
придетъ,V-,221,прити
ꙇ,C-,13,и
грѧдѫштаго,V-,958,грѧсти
къ,R-,59,къ
мьнѣ,Pp,440,азъ
не,Df,8,не
ꙇжденѫ,V-,315,изгънати
вънъ,Df,1387,вънъ
ѣко,G-,115,ꙗко
сънидъ,V-,913,сънити
съ,R-,92,съ
н҃се,Nb,209,небо
да,G-,366,да
не,Df,8,не
твор҄ѭ,V-,637,творити
вол҄ѧ,Nb,505,волꙗ
моеѩ,Ps,447,мои
нъ,C-,11,нъ
вол҄ѭ,Nb,505,волꙗ
посълавъшаего,V-,63,посълати
мѧ,Pp,440,азъ
Се,I-,419,се
естъ,V-,18,бꙑти
вол҄ѣ,Nb,505,волꙗ
посълавъшаего,V-,63,посълати
мѧ,Pp,440,азъ
о҃ца,Nb,34,богъ
да,G-,366,да
вьсѣко,A-,362,вьсꙗкъ
еже,Pr,96,иже
дастъ,V-,116,дати
ми,Pp,440,азъ
не,Df,8,не
погоубл҄ѫ,V-,1164,погоубити
отъ,R-,80,отъ
н҄его,Pp,64,и
нъ,C-,11,нъ
въскрѣшѫ,V-,615,въскрѣсити
ѩ,Pp,64,и
въ,R-,111,въ
послѣдьн҄и,A-,687,послѣдьнии
дьнь,Nb,523,дьнь
Се,Pd,47,сь
бо,Df,94,бо
естъ,V-,18,бꙑти
вол҄ѣ,Nb,505,волꙗ
о҃ца,Nb,34,богъ
моего,Ps,447,мои
да,G-,366,да
вьсѣкъ,A-,362,вьсꙗкъ
видѧі,V-,479,видѣти
с҃на,Nb,341,сꙑнъ#1
ꙇ,C-,13,и
вѣроуѩи,V-,968,вѣровати
вь,R-,111,въ
н҄его,Pp,64,и
ꙇ,C-,13,и
въскрѣшѫ,V-,615,въскрѣсити
ꙇ,C-,13,и
азъ,Pp,440,азъ
въ,R-,111,въ
послѣдьни,A-,687,послѣдьнии
дьнь,Nb,523,дьнь
Ръпътахѫ,V-,1629,ръпътати
же,Df,20,же
ꙇюдеи,Nb,2043,июдеи
о,R-,1,о
н҄емь,Pp,64,и
ѣко,G-,115,ꙗко
рече,V-,106,рещи
азъ,Pp,440,азъ
есмь,V-,18,бꙑти
хлѣбъ,Nb,783,хлѣбъ
съшьдꙑ,Nb,7326,съшьствиѥ
съ,R-,92,съ
н҃се,Nb,209,небо
ꙇ,C-,13,и
г҃лахѫ,V-,102,глаголати
не,Df,8,не
сь,Pd,47,сь
ли,Du,752,ли
естъ,V-,18,бꙑти
с҃нъ,Nb,341,сꙑнъ#1
ꙇосифовъ,A-,2535,иосифовъ
емоуже,Pr,96,иже
мꙑ,Pp,167,мꙑ
знаемъ,V-,907,знати
о҃ца,Nb,34,богъ
ꙇ,C-,13,и
матерь,Nb,1170,мати
како,Du,30,како
оубо,Df,6,оубо
сь,Pd,47,сь
г҃летъ,V-,102,глаголати
ѣко,G-,115,ꙗко
съ,R-,92,съ
н҃се,Nb,209,небо
сънидъ,V-,913,сънити
Ѡтъвѣшта,V-,271,отъвѣщати
же,Df,20,же
и҃с,Ne,343,исоусъ
ꙇ,C-,13,и
рече,V-,106,рещи
ꙇмъ,Pp,64,и
не,Df,8,не
ръпъштите,V-,1629,ръпътати
междю,R-,1568,междоу
собоѭ,Pk,21,себе
никътоже,Px,940,никътоже
не,Df,8,не
можетъ,V-,31,мощи
прити,V-,221,прити
къ,R-,59,къ
мьнѣ,Pp,440,азъ
аште,G-,248,аще
не,Df,8,не
о҃ць,Nb,306,отьць
посълавꙑ,V-,63,посълати
мѧ,Pp,440,азъ
привлѣчетъ,V-,2825,привлѣщи
его,Pp,64,и
ꙇ,C-,13,и
азъ,Pp,440,азъ
въскрѣшѫ,V-,615,въскрѣсити
его,Pp,64,и
въ,R-,111,въ
послѣдьн҄и,A-,687,послѣдьнии
дьнь,Nb,523,дьнь
естъ,V-,18,бꙑти
пⸯсано,V-,32,пьсати
въ,R-,111,въ
п҃рорцѣхъ,Nb,878,пророкъ
ꙇ,C-,13,и
бѫдѫтъ,V-,18,бꙑти
вьси,Px,54,вьсь
оучени[ци,Nb,359,оученикъ
б҃мь,Nb,34,богъ
Вьсѣкъ,A-,362,вьсꙗкъ
слꙑшавꙑ,V-,689,слꙑшати
отъ,R-,80,отъ
о҃ца,Nb,34,богъ
ꙇ,C-,13,и
навꙑкъ,V-,2333,навꙑкнѫти
придетъ,V-,221,прити
къ,R-,59,къ
мьнѣ,Pp,440,азъ
не,Df,8,не
ѣко,G-,115,ꙗко
о҃ца,Nb,34,богъ
видѣлъ,V-,479,видѣти
естъ,V-,18,бꙑти
къто,Pi,265,къто
тъкъмо,Df,1234,тъкъмо#2
сꙙи,V-,18,бꙑти
отъ,R-,80,отъ
б҃а,Nb,34,богъ
тъ,Pd,105,тъ
видѣ,V-,479,видѣти
о҃ца,Nb,34,богъ
амин,I-,298,аминъ
амин,I-,298,аминъ
г҃лѭ,V-,102,глаголати
вамъ,Pp,266,вꙑ
вѣроуѩи,V-,968,вѣровати
въ,R-,111,въ
мѧ,Pp,440,азъ
ꙇматъ,V-,9,имѣти
живота,Nb,36,животъ
вѣчьнаего,A-,411,вѣчьнъ
Азъ,Pp,440,азъ
есмь,V-,18,бꙑти
хлѣбъ,Nb,783,хлѣбъ
животънꙑ,A-,3131,животьнъ
Ѡ҃ци,Nb,306,отьць
н]аши,Ps,338,нашь
ѣшѧ,V-,818,ꙗсти
маннѫ,Nb,3130,манъна
въ,R-,111,въ
поустꙑн҄и,Nb,1192,поустꙑни
ꙇ,C-,13,и
оумрѣшѧ,V-,1068,оумрѣти
Сь,Pd,47,сь
естъ,V-,18,бꙑти
хлѣбъ,Nb,783,хлѣбъ
съходѧі,V-,1529,съходити
съ,R-,92,съ
н҃бсе,Nb,209,небо
да,G-,366,да
аште,G-,248,аще
къто,Px,250,къто
отъ,R-,80,отъ
н҄его,Pp,64,и
ѣстъ,V-,818,ꙗсти
не,Df,8,не
оумьретъ,V-,1068,оумрѣти
Азъ,Pp,440,азъ
есмь,V-,18,бꙑти
хлѣбъ,Nb,783,хлѣбъ
живꙑ,A-,1507,живъ
съшьдꙑ,Nb,7326,съшьствиѥ
съ,R-,92,съ
н҃бсе,Nb,209,небо
аште,G-,248,аще
къто,Px,250,къто
сънѣстъ,V-,1252,сънѣсти
отъ,R-,80,отъ
хлѣба,Nb,783,хлѣбъ
сего,Pd,47,сь
живъ,A-,1507,живъ
бѫдетъ,V-,18,бꙑти
въ,R-,111,въ
вѣкъ,Nb,297,вѣкъ
хлѣбъ,Nb,783,хлѣбъ
бо,Df,94,бо
ꙇже,Pr,96,иже
азъ,Pp,440,азъ
дамь,V-,116,дати
плъть,Nb,1509,плъть
моѣ,Ps,447,мои
естъ,V-,18,бꙑти
ѭже,Pr,96,иже
