сапогоу,Nb,сапогъ
хотѧі,V-,хотѣти
прѣдати,V-,прѣдати
і,C-,и
ꙇ,C-,и
г҃лааше,V-,глаголати
сего,Pd,сь
ради,R-,ради
рѣхъ,V-,рещи
вамъ,Pp,вꙑ
ѣко,G-,ꙗко
никътоже,Px,никътоже
не,Df,не
можетъ,V-,мощи
прити,V-,прити
къ,R-,къ
мьнѣ,Pp,азъ
аште,G-,аще
не,Df,не
бѫдетъ,V-,бꙑти
дано,V-,дати
емоу,Pp,и
отъ,R-,отъ
о҃ца,Nb,богъ
моего,Ps,мои
отъ,R-,отъ
сего,Pd,сь
мнози,A-,мъногъ
отъ,R-,отъ
оученикъ,Nb,оученикъ
его,Pp,и
ꙇдѫ,V-,ити
вьспѧть,Df,въспѧть
ꙇ,C-,и
къ,R-,къ
томоу,Pd,тъ
не,Df,не
хождахѫ,V-,undefined
съ,R-,съ
н҄имь,Pp,и
Рече,V-,рещи
же,Df,же
и҃с,Ne,исоусъ
обѣма,Ma,оба
на,R-,на
десѧте,Ma,десѧть
еда,Du,еда
ꙇ,Df,и
вꙑ,Pp,вꙑ
хоштете,V-,хотѣти
ꙇти,V-,ити
отъвѣшта,V-,отъвѣщати
емоу,Pp,и
симонъ,Ne,симонъ
петръ,Ne,петръ
г҃и,Nb,господь
къ,R-,къ
комоу,Pi,къто
ꙇдемъ,V-,ити
г҃лꙑ,Nb,глаголъ
живота,Nb,животъ
вѣчьнаего,A-,вѣчьнъ
ꙇмаши,V-,имѣти
ꙇ,C-,и
мꙑ,Pp,мꙑ
вѣровахомъ,V-,вѣровати
ꙇ,C-,и
познахомъ,V-,познати
ѣко,G-,ꙗко
тꙑ,Pp,тꙑ
еси,V-,бꙑти
х҃ъ,Ne,христ(ос)ъ
с҃нъ,Nb,сꙑнъ#1
б҃а,Nb,богъ
живаго,A-,живъ
отъвѣшта,V-,отъвѣщати
ꙇмъ,Pp,и
и҃с,Ne,исоусъ
не,Df,не
азъ,Pp,азъ
ли,Du,ли
васъ,Pp,вꙑ
дъва,Ma,дъва
на,R-,на
десѧте,Ma,десѧть
ꙇзбърахъ,V-,избьрати
ꙇ,C-,и
отъ,R-,отъ
васъ,Pp,вꙑ
единъ,Ma,ѥдинъ
диѣволъ,Nb,диꙗволъ
естъ,V-,бꙑти
Г҃лааше,V-,глаголати
ꙇюдѫ,Ne,июда
симонова,A-,симоновъ
ꙇскариота,Ne,искариотъ
сь,Pd,сь
бо,Df,бо
хотѣаше,V-,хотѣти
прѣдати,V-,прѣдати
і,C-,и
единъ,Ma,ѥдинъ
сꙑ,V-,бꙑти
отъ,R-,отъ
обою,Ma,оба
на,R-,на
десѧте,Ma,десѧть
ꙇ,C-,и
хождааше,V-,ходити
съ,R-,съ
н҄ими,Pp,и
ꙇ҃с,Ne,исоусъ
въ,R-,въ
галилеи,Ne,галилеꙗ
не,Df,не
хотѣаше,V-,хотѣти
бо,Df,бо
въ,R-,въ
ꙇюдѣи,Nb,июдеи
ходити,V-,ходити
ѣко,G-,ꙗко
ꙇскаахѫ,V-,искати
его,Pp,и
ꙇюдеі,Nb,июдеи
оубити,V-,оубити
бѣ,V-,бꙑти
же,Df,же
близъ,R-,близъ
праздьникъ,Nb,праздьникъ
ꙇюдеꙇскъ,A-,июдеискъ
скинопигиѣ,Nb,скинопигиꙗ
рѣшѧ,V-,рещи
же,Df,же
къ,R-,къ
н҄емоу,Pp,и
братриѣ,Nb,братриꙗ
его,Pp,и
прѣꙇди,V-,прѣити
отъсѫдоу,Df,отъсѫдоу
ꙇ,C-,и
иди,V-,ити
въ,R-,въ
ꙇюдеѩ,Ne,июдеꙗ
до,R-,до
ꙇ,C-,и
оученици,Nb,оученикъ
твоі,Ps,твои
видѧтъ,V-,видѣти
дѣла,Nb,дѣло
твоѣ,Ps,твои
ѣже,Pr,иже
твориши,V-,творити
никътоже,Px,никътоже
бо,Df,бо
въ,R-,въ
таꙇнѣ,Nb,таина
ничесоже,Px,ничьтоже
творитъ,V-,творити
ꙇ,C-,и
иштетъ,V-,искати
самъ,Pd,самъ
ѣвѣ,Df,авѣ
бꙑти,V-,бꙑти
аште,G-,аще
си,Pd,сь
всѣ,Px,вьсь
твориши,V-,творити
ѣви,V-,авити
сѧ,Pk,себе
вьсемоу,Px,вьсь
мироу,Nb,миръ#2
ни,C-,ни
братиѣ,Nb,братриꙗ
бо,Df,бо
вѣровахѫ,V-,вѣровати
вь,R-,въ
н҄его,Pp,и
г҃ла,V-,глаголати
же,Df,же
ꙇмъ,Pp,и
и҃с,Ne,исоусъ
врѣмѧ,Nb,врѣмѧ
мое,Ps,мои
не,Df,не
оу,Df,оу
приде,V-,прити
а,C-,а
врѣмѧ,Nb,врѣмѧ
ваше,Ps,вашь
вьсегда,Df,вьсегда
готово,A-,готовъ
естъ,V-,бꙑти
не,Df,не
можетъ,V-,мощи
миръ,Nb,миръ#2
ненавидѣти,V-,ненавидѣти
васъ,Pp,вꙑ
мене,Pp,азъ
же,Df,же
ненавидитъ,V-,ненавидѣти
ѣко,G-,ꙗко
азъ,Pp,азъ
съвѣдѣтел҄ьствоуѭ,V-,съвѣдѣтельствовати
о,R-,о
н҄емь,Pp,и
ѣко,G-,ꙗко
дѣла,Nb,дѣло
его,Pp,и
зъла,A-,зълъ
сѫтъ,V-,бꙑти
вꙑ,Pp,вꙑ
вьзидѣте,V-,възити
въ,R-,въ
праздьникось,Nb,праздьникъ
Азъ,Pp,азъ
не,Df,не
вьзидѫ,V-,възити
въ,R-,въ
праздьникъ,Nb,праздьникъ
сь,Pd,сь
ѣко,G-,ꙗко
врѣмѧ,Nb,врѣмѧ
мое,Ps,мои
не,Df,не
ꙇсплъни,V-,испльнити
сѧ,Pk,себе
си,Pd,сь
рекъ,V-,рещи
самъ,Pd,самъ
оста,V-,остати
въ,R-,въ
галилеі,Ne,галилеꙗ
егда,Dq,ѥгда
же,Df,же
вьзидѫ,V-,възити
братриѣ,Nb,братриꙗ
его,Pp,и
въ,R-,въ
праздьникъ,Nb,праздьникъ
тогда,Df,тъгда
ꙇ,C-,и
самъ,Pd,самъ
вьзиде,V-,възити
не,Df,не
ѣвѣ,Df,авѣ
нъ,C-,нъ
ако,G-,ꙗко
таі,Df,таи
ꙇюдеі,Nb,июдеи
же,Df,же
его,Pp,и
ꙇскахѫ,V-,искати
въ,R-,въ
праздьникъ,Nb,праздьникъ
ꙇ,C-,и
г҃лахѫ,V-,глаголати
къде,Du,къде
естъ,V-,бꙑти
онъ,Pd,онъ
ꙇ,C-,и
ръпътъ,V-,ръпътати
мъногъ,A-,мъногъ
бѣ,V-,бꙑти
о,R-,о
н҄емь,Pp,и
въ,R-,въ
народѣхъ,Nb,народъ
ови,Pd,овъ
г҃лахѫ,V-,глаголати
ѣко,G-,ꙗко
благъ,A-,благъ
естъ,V-,бꙑти
ꙇни,Px,инъ
же,Df,же
г҃лахѫ,V-,глаголати
ни,C-,ни
нъ,C-,нъ
льститъ,V-,льстити
народꙑ,Nb,народъ
никотерꙑ же,Px,никоторꙑиже
оубо,Df,оубо
ѣвѣ,Df,авѣ
г҃лаше,V-,глаголати
о,R-,о
н҄емь,Pp,и
страха,Nb,страхъ
ради,R-,ради
ꙇюдеꙇска,A-,июдеискъ
Абие,Df,абиѥ
же,Df,же
въ,R-,въ
прѣполовл҄ение,Nb,прѣполовлѥниѥ
праздьника,Nb,праздьникъ
вьзиде,V-,възити
и҃с,Ne,исоусъ
въ,R-,въ
цръкъве,Nb,црькꙑ
ꙇ,C-,и
оучааше,V-,оучити
ꙇ,C-,и
дивл҄ѣахѫ,V-,дивити
сѧ,Pk,себе
ꙇюдеи,Nb,июдеи
г҃л҄ѭште,V-,глаголати
како,Du,како
сь,Pd,сь
кън҄игꙑ,Nb,кънигꙑ
оумѣетъ,V-,оумѣти
не,Df,не
оучь,V-,оучити
сѧ,Pk,себе
отъвѣшта,V-,отъвѣщати
же,Df,же
и҃с,Ne,исоусъ
ꙇ,C-,и
рече,V-,рещи
ꙇмъ,Pp,и
мое,Ps,мои
оучение,Nb,оучениѥ
нѣстъ,V-,не бꙑти
мое,Ps,мои
нъ,C-,нъ
посълавъшаего,V-,посълати
мѧ,Pp,азъ
аште,G-,аще
къто,Px,къто
хоштетъ,V-,хотѣти
вол҄ѭ,Nb,волꙗ
его,Pp,и
творити,V-,творити
разоумѣетъ,V-,разоумѣти
о,R-,о
оучени,Nb,оучениѥ
кое,Pi,кꙑи
отъ,R-,отъ
б҃а,Nb,богъ
естъ,V-,бꙑти
ли,Du,ли
азъ,Pp,азъ
себѣ,Pk,себе
г҃л҄ѭ,V-,глаголати
г҃лѧи,V-,глаголати
о,R-,о
себѣ,Pk,себе
славꙑ,Nb,слава
своеѩ,Pt,свои
ꙇштетъ,V-,искати
а,C-,а
ꙇштѧі,V-,искати
славꙑ,Nb,слава
посълавъшаего,V-,посълати
і,C-,и
сь,Pd,сь
ꙇстиненъ,A-,истиньнъ
естъ,V-,бꙑти
ꙇ,C-,и
нѣстъ,V-,не бꙑти
неправъдꙑ,Nb,неправьда
вь,R-,въ
н҄емь,Pp,и
не,Df,не
моси,Ne,моси
ли,Du,ли
дастъ,V-,дати
вамъ,Pp,вꙑ
законъ,Nb,законъ
ꙇ,C-,и
никътозе,V-,undefined
отъ,R-,отъ
васъ,Pp,вꙑ
творитъ,V-,творити
закона,Nb,законъ
Чьто,Pi,чьто
мене,Pp,азъ
ꙇштете,V-,искати
оубити,V-,оубити
отъвѣшта,V-,отъвѣщати
народъ,Nb,народъ
ꙇ,C-,и
рече,V-,рещи
бѣсъ,Nb,бѣсъ
ли,Du,ли
ꙇмаши,V-,имѣти
къто,Pi,къто
тебе,Pp,тꙑ
ꙇштетъ,V-,искати
оубити,V-,оубити
отъвѣшта,V-,отъвѣщати
и҃с,Ne,исоусъ
ꙇ,C-,и
рече,V-,рещи
ꙇмъ,Pp,и
едино,Ma,ѥдинъ
дѣло,Nb,дѣло
сътворихъ,V-,сътворити
ꙇ,C-,и
вьси,Px,вьсь
дивите,V-,дивити
сѧ,Pk,себе
сего,Pd,сь
ради,R-,ради
дастъ,V-,дати
вамъ,Pp,вꙑ
моси,Ne,моси
обрѣзание,Nb,обрѣзаниѥ
не,Df,не
ѣко,G-,ꙗко
отъ,R-,отъ
мосѣа,Ne,моси
естъ,V-,бꙑти
нъ,C-,нъ
отъ,R-,отъ
о҃ць,Nb,отьць
ꙇ,C-,и
въ,R-,въ
сѫботѫ,Nb,сѫбота
обрѣзаете,V-,обрѣзати#1
ч҃ка,Nb,чловѣкъ
Аште,G-,аще
обрѣзание,Nb,обрѣзаниѥ
приемл҄етъ,V-,приимати
ч҃къ,Nb,чловѣкъ
въ,R-,въ
сѫботѫ,Nb,сѫбота
да,G-,да
не,Df,не
разоритъ,V-,разорити
сѧ,Pk,себе
законъ,Nb,законъ
мосѣовъ,A-,мосеовъ
на,R-,на
мѧ,Pp,азъ
ли,Du,ли
гнѣваете,V-,гнѣвати
сѧ,Pk,себе
ѣко,G-,ꙗко
вьсего,Px,вьсь
ч҃ка,Nb,чловѣкъ
съдрава,A-,съдравъ
сътворихъ,V-,сътворити
въ,R-,въ
сѫботѫ,Nb,сѫбота
не,Df,не
сѫдите,V-,сѫдити
на,R-,на
лица,Nb,лице
нъ,C-,нъ
правьдьнꙑ,A-,правьдьнъ
сѫдъ,Nb,сѫдъ
сѫдите,V-,сѫдити
г҃лахѫ,V-,глаголати
же,Df,же
етериі,Px,етеръ
отъ,R-,отъ
ꙇ҃илмлѣнъ,Nb,undefined
не,Df,не
сь,Pd,сь
ли,Du,ли
естъ,V-,бꙑти
егоже,Pr,иже
ꙇштѫтъ,V-,искати
оубити,V-,оубити
ꙇ,C-,и
се,Pd,сь
не,Df,не
обиноуѩ,V-,обиновати
сѧ,Pk,себе
г҃летъ,V-,глаголати
ꙇ,C-,и
ничесоже,Px,ничьтоже
емоу,Pp,и
не,Df,не
г҃лѭтъ,V-,глаголати
еда,Du,еда
како,Du,како
разоумѣшѧ,V-,разоумѣти
кънѧзи,Nb,кънѧѕь
ѣко,G-,ꙗко
сь,Pd,сь
естъ,V-,бꙑти
х҃ъ,Ne,христ(ос)ъ
нъ,C-,нъ
сего,Pd,сь
вѣмъ,V-,вѣдѣти
отъкѫдоу,Du,отъкѫдоу
сь,Pd,сь
естъ,V-,бꙑти
а,C-,а
х҃ъ,Ne,христ(ос)ъ
егда,Dq,ѥгда
придетъ,V-,прити
Никътоже,Px,никътоже
не,Df,не
вѣстъ,V-,вѣдѣти
отъкѫдоу,Du,отъкѫдоу
естъ,V-,бꙑти
възъва,V-,възъвати
же,Df,же
въ,R-,въ
цръкъве,Nb,црькꙑ
оучѧ,V-,оучити
и҃с,Ne,исоусъ
ꙇ,C-,и
г҃лѧ,V-,глаголати
ꙇ,C-,и
мене,Pp,азъ
вѣсте,V-,вѣдѣти
ꙇ,C-,и
вѣсте,V-,вѣдѣти
отъ,R-,отъ
кѫдоу,Du,кѫдоу
есмь,V-,бꙑти
ꙇ,C-,и
о,R-,о
себѣ,Pk,себе
не,Df,не
придъ,V-,прити
нъ,C-,нъ
естъ,V-,бꙑти
ꙇстиньнъ,A-,истиньнъ
посълавꙑ,V-,посълати
мѧ,Pp,азъ
егоже,Pr,иже
вꙑ,Pp,вꙑ
не,Df,не
вѣсте,V-,вѣдѣти
азъ,Pp,азъ
и,C-,и
вѣмь,V-,вѣдѣти
ко,R-,къ
отъ,R-,отъ
н҄его,Pp,и
есмь,V-,бꙑти
ꙇ,C-,и
тъ,Pd,тъ
мѧ,Pp,азъ
посъла,V-,посълати
ꙇскахѫ,V-,искати
же,Df,же
ѩти,V-,ѩти
і,C-,и
ꙇ,C-,и
никътоже,Px,никътоже
не,Df,не
възложи,V-,възложити
рѫкꙑ,Nb,рѫка
на,R-,на
н҄ь,Pp,и
ѣко,G-,ꙗко
не,Df,не
ю,Df,оу
бѣ,V-,бꙑти
пришьлъ,V-,прити
годъ,Nb,годъ
его,Pp,и
Ѡтъ,R-,отъ
народа,Nb,народъ
же,Df,же
мнози,A-,мъногъ
вѣровашѧ,V-,вѣровати
въ,R-,въ
нь,Pp,и
ꙇ,C-,и
г҃лахѫ,V-,глаголати
ѣко,G-,ꙗко
х҃ъ,Ne,христ(ос)ъ
егда,Dq,ѥгда
придетъ,V-,прити
еда,Du,еда
больша,A-,болии
знамениѣ,Nb,знамениѥ
сътворитъ,V-,сътворити
ѣже,Pr,иже
естъ,V-,бꙑти
сътворилъ,V-,сътворити
слꙑшашѧ,V-,слꙑшати
же,Df,же
фарисѣі,Nb,фарисеи
народъ,Nb,народъ
ръпъштѫшть,V-,ръпътати
о,R-,о
н҄емь,Pp,и
се,Pd,сь
Ꙇ,C-,и
посълашѧ,V-,посълати
архиереі,Nb,архиереи
слоугꙑ,Nb,слоуга
да,G-,да
ꙇмѫтъ,V-,имѣти
і,C-,и
Рече,V-,рещи
же,Df,же
и҃с,Ne,исоусъ
еште,Df,ѥще
мало,Df,мало
врѣмѧ,Nb,врѣмѧ
съ,R-,съ
вами,Pp,вꙑ
есмь,V-,бꙑти
ꙇ,C-,и
идѫ,V-,ити
къ,R-,къ
посълавъшюемоу,V-,посълати
мѧ,Pp,азъ
Поꙇштете,V-,поискати
мене,Pp,азъ
ꙇ,C-,и
не,Df,не
обрѧштете,V-,обрѣсти
ꙇдеже,Dq,идеже
есмь,V-,бꙑти
азъ,Pp,азъ
вꙑ,Pp,вꙑ
не,Df,не
можете,V-,мощи
прити,V-,прити
рѣшѧ,V-,рещи
же,Df,же
ꙇюдеі,Nb,июдеи
къ,R-,къ
себѣ,Pk,себе
сами,Pd,самъ
камо,Du,камо
хоштетъ,V-,хотѣти
ꙇти,V-,ити
ꙇ,C-,и
оучити,V-,оучити
елинꙑ,Nb,елинъ
Чьто,Pi,чьто
естъ,V-,бꙑти
слово,Nb,слово
се,Pd,сь
еже,Pr,иже
рече,V-,рещи
вьзиштете,V-,възискати
мене,Pp,азъ
ꙇ,C-,и
не,Df,не
обрѧштете,V-,обрѣсти
ꙇ,C-,и
идеже,Dq,идеже
есмь,V-,бꙑти
азъ,Pp,азъ
вꙑ,Pp,вꙑ
не,Df,не
можете,V-,мощи
прити,V-,прити
въ,R-,въ
послѣдьни,A-,послѣдьнии
же,Df,же
дьнь,Nb,дьнь
великꙑ,A-,великъ
праздьникъ,Nb,праздьникъ
стоѣаше,V-,стоꙗти
и҃с,Ne,исоусъ
ꙇ,C-,и
зъваше,V-,зъвати
г҃лѧ,V-,глаголати
аште,G-,аще
къто,Pi,къто
жѧждетъ,V-,жѧдати
да,G-,да
придетъ,V-,прити
къ,R-,къ
мьнѣ,Pp,азъ
ꙇ,C-,и
пиетъ,V-,пити
ꙇ,C-,и
вѣроуѩі,V-,вѣровати
въ,R-,въ
мѧ,Pp,азъ
ѣкоже,Dq,ꙗкоже
кън҄игꙑ,Nb,кънигꙑ
рѣшѧ,V-,рещи
рѣкꙑ,Nb,рѣка
отъ,R-,отъ
чрѣва,Nb,чрѣво
его,Pp,и
ꙇстекѫтъ,V-,истещи
водꙑ,Nb,вода
живꙑ,A-,живъ
се,Pd,сь
же,Df,же
рече,V-,рещи
о,R-,о
д҃сѣ,Nb,доухъ
ꙇже,Pr,иже
хотѣхѫ,V-,хотѣти
приемати,V-,undefined
вѣроуѭштеі,V-,вѣровати
вь,R-,въ
н҄его,Pp,и
не,Df,не
ю,Df,оу
бо,Df,бо
бѣ,V-,бꙑти
д҃хъ,Nb,доухъ
с҃тꙑ,A-,свѧтъ
данъ,V-,дати
ѣко,G-,ꙗко
и҃с,Ne,исоусъ
не,Df,не
ю,Df,оу
бѣ,V-,бꙑти
прославл҄енъ,V-,прославити
Мнози,A-,мъногъ
же,Df,же
отъ,R-,отъ
народа,Nb,народъ
слꙑшавъше,V-,слꙑшати
словеса,Nb,слово
си,Pd,сь
г҃лахѫ,V-,глаголати
сь,Pd,сь
естъ,V-,бꙑти
въ,R-,въ
ꙇстинѫ,Nb,истина
пророкъ,Nb,пророкъ
Дроузи,Nb,дроугъ
же,Df,же
г҃лахѫ,V-,глаголати
сь,Pd,сь
естъ,V-,бꙑти
х҃ъ,Ne,христ(ос)ъ
ови,Pd,овъ
же,Df,же
г҃лахѫ,V-,глаголати
еда,Du,еда
отъ,R-,отъ
галилеѩ,Ne,галилеꙗ
х҃ъ,Ne,христ(ос)ъ
придетъ,V-,прити
не,Df,не
кънигꙑ,Nb,кънигꙑ
ли,Du,ли
рѣшѧ,V-,рещи
ѣко,G-,ꙗко
отъ,R-,отъ
сѣмене,Nb,сѣмѧ
д҃ава,A-,давꙑдовъ
ꙇ,C-,и
отъ,R-,отъ
витьлеомьскаго,A-,undefined
градьца,Nb,градьць
ꙇдеже,Dq,идеже
бѣ,V-,бꙑти
д҃адъ,Ne,давꙑдъ
придетъ,V-,прити
х҃ъ,Ne,христ(ос)ъ
Распьрѣ,Nb,распьрꙗ
же,Df,же
бꙑс,V-,бꙑти
въ,R-,въ
народѣ,Nb,народъ
его,Pp,и
ради,R-,ради
Етеріи,Px,етеръ
же,Df,же
отъ,R-,отъ
н҄ихъ,Pp,и
хотѣахѫ,V-,хотѣти
ѩти,V-,ѩти
і,C-,и
нъ,C-,нъ
никътоже,Px,никътоже
не,Df,не
възложи,V-,възложити
на,R-,на
н҄ь,Pp,и
рѫкоу,Nb,рѫка
Придѫ,V-,прити
же,Df,же
слоугꙑ,Nb,слоуга
къ,R-,къ
архиереомъ,Nb,архиереи
ꙇ,C-,и
фарисеомъ,Nb,фарисеи
Ꙇ,C-,и
рѣшѧ,V-,рещи
ꙇмъ,Pp,и
ти,Pp,тꙑ
по,R-,по
чьто,Pi,чьто
не,Df,не
привѣсте,V-,привести
его,Pp,и
отъвѣшташѧ,V-,отъвѣщати
слоугꙑ,Nb,слоуга
николиже,Df,николиже
тако,Df,тако
естъ,V-,бꙑти
г҃лъ,Nb,глаголъ
ч҃къ,Nb,чловѣкъ
ѣко,G-,ꙗко
сь,Pd,сь
ч҃къ,Nb,чловѣкъ
отъвѣшташѧ,V-,отъвѣщати
ꙇмъ,Pp,и
фарисѣі,Nb,фарисеи
нъ,C-,нъ
народо,Nb,народъ
сь,Pd,сь
ꙇже,Pr,иже
не,Df,не
вѣстъ,V-,вѣдѣти
закона,Nb,законъ
проклѧти,V-,проклѧти
сѫтъ,V-,бꙑти
г҃ла,V-,глаголати
никодимъ,Ne,никодимъ
къ,R-,къ
н҄имъ,Pp,и
пришедꙑ,V-,прити
къ,R-,къ
н҄емоу,Pp,и
ноштиѭ,Nb,нощь
единъ,Ma,ѥдинъ
сꙑ,V-,бꙑти
отъ,R-,отъ
н҄ихъ,Pp,и
еда,Du,еда
законъ,Nb,законъ
нашь,Ps,нашь
сѫдитъ,V-,сѫдити
ч҃коу,Nb,чловѣкъ
аште,G-,аще
не,Df,не
слꙑшитъ,V-,слꙑшати
отъ,R-,отъ
н҄его,Pp,и
прѣжде,Df,прѣжде
ꙇ,C-,и
разоумѣѭтъ,V-,разоумѣти
чьто,Pi,чьто
творитъ,V-,творити
отъвѣшташѧ,V-,отъвѣщати
ꙇ,C-,и
рѣшѧ,V-,рещи
емоу,Pp,и
еда,Du,еда
тꙑ,Pp,тꙑ
отъ,R-,отъ
галилеѩ,Ne,галилеꙗ
еси,V-,бꙑти
ꙇспꙑтаи,V-,испꙑтати
і,C-,и
ꙇ,C-,и
виждь,V-,видѣти
ѣко,G-,ꙗко
отъ,R-,отъ
галилеѩ,Ne,галилеꙗ
пророкъ,Nb,пророкъ
не,Df,не
придетъ,V-,прити
ꙇ,C-,и
иде,V-,ити
къжьдо,Px,къжьдо
въ,R-,въ
домъ,Nb,домъ
своі,Pt,свои
Ꙇ҃ис,Ne,undefined
же,Df,же
ꙇде,V-,ити
въ,R-,въ
горѫ,Nb,гора
елеоньскѫѭ,A-,елеоньскъ
ютро,Df,оутро
же,Df,же
пакꙑ,Df,пакꙑ
приде,V-,прити
въ,R-,въ
цръковь,Nb,црькꙑ
ꙇ,C-,и
вси,Px,вьсь
л҄юдие,Nb,людиѥ
ꙇдѣахѫ,V-,ити
къ,R-,къ
н҄емоу,Pp,и
ꙇ,C-,и
сѣдъ,V-,сѣсти
оучааше,V-,оучити
ѩ,Pp,и
привѣсѧ,V-,привести
же,Df,же
кънижьници,Nb,кънижьникъ
ꙇ,C-,и
фарисѣи,Nb,фарисеи
женѫ,Nb,жена
въ,R-,въ
прѣл҄юбодѣани,Nb,прѣлюбодѣꙗние
ѩтѫ,V-,ѩти
ꙇ,C-,и
поставльше,V-,поставлꙗти
ѭ,Pp,и
посрѣдѣ,R-,посрѣдѣ
г҃лашѧ,V-,глаголати
емоу,Pp,и
оучител҄ю,Nb,оучитель
си,Pd,сь
жена,Nb,жена
ѩта,V-,ѩти
естъ,V-,бꙑти
нꙑн҄ѣ,Df,нꙑнѣ
въ,R-,въ
прѣл҄юбодѣаниі,Nb,прѣлюбодѣꙗние
въ,R-,въ
законѣ,Nb,законъ
намъ,Pp,мꙑ
моси,Ne,моси
повелѣ,V-,повелѣти
таковꙑѩ,A-,таковъ
камениемь,Nb,камениѥ
побивати,V-,побивати
тꙑ,Pp,тꙑ
же,Df,же
чьто,Pi,чьто
г҃леши,V-,глаголати
се,Pd,сь
же,Df,же
рѣшѧ,V-,рещи
ꙇскоушаѭште,V-,искоушати
и,C-,и
да,G-,да
бѫ,V-,бꙑти
ꙇмѣли,V-,имѣти
на,R-,на
н҄ь,Pp,и
чьто,Pi,чьто
г҃лати,V-,глаголати
и҃с,Ne,исоусъ
же,Df,же
низъ,Df,низъ
поклонь,V-,поклонити
сѧ,Pk,себе
прьстомь,Nb,прьстъ
писаше,V-,undefined
на,R-,на
земи,Nb,землꙗ
ѣко,G-,ꙗко
же,Df,же
прилежахѫ,V-,прилежати
въпрашаѭште,V-,въпрашати
і,C-,и
въсклони,V-,въсклонити
сѧ,Pk,себе
ꙇ,C-,и
рече,V-,рещи
ꙇмъ,Pp,и
ꙇже,Pr,иже
васъ,Pp,вꙑ
без,R-,без
грѣха,Nb,грѣхъ
естъ,V-,бꙑти
прѣжде,Df,прѣжде
връѕи,V-,врѣщи
камень,Nb,камꙑ
на,R-,на
н҄ѭ,Pp,и
ꙇ,C-,и
пакꙑ,Df,пакꙑ
поклонь,V-,поклонити
сѧ,Pk,себе
писаше,V-,undefined
на,R-,на
земл҄и,Nb,землꙗ
слꙑсавъше,V-,слꙑшати
ꙇсхождахѫ,V-,исходити
единъ,Ma,ѥдинъ
по,R-,по
единомоу,Ma,ѥдинъ
начьнъше,V-,начѧти
отъ,R-,отъ
старьць,Nb,старьць
ꙇ,C-,и
оста,V-,остати
единъ,Ma,ѥдинъ
ꙇ,C-,и
жена,Nb,жена
стоѩшті,V-,стоꙗти
посрѣдѣ,R-,посрѣдѣ
въсклонь,V-,въсклонити
же,Df,же
сѧ,Pk,себе
и҃с,Ne,исоусъ
рече,V-,рещи
еі,Pp,и
жено,Nb,жена
къде,Du,къде
сѫтъ,V-,бꙑти
ꙇже,Pr,иже
на,R-,на
тѧ,Pp,тꙑ
важдахѫ,V-,вадити
никꙑже,Px,никꙑиже
ли,Du,ли
тебе,Pp,тꙑ
осѫди,V-,осѫдити
она,Pd,онъ
же,Df,же
рече,V-,рещи
никътоже,Px,никътоже
г҃и,Nb,господь
рече,V-,рещи
же,Df,же
и҃с,Ne,исоусъ
ни,C-,ни
азъ,Pp,азъ
тебе,Pp,тꙑ
осѫждаѭ,V-,осѫждати
ꙇди,V-,ити
ꙇ,C-,и
отъселѣ,Df,отъселѣ
не,Df,не
съгрѣшаі,V-,съгрѣшати
къ,R-,къ
томоу,Pd,тъ
Пакꙑ,Df,пакꙑ
же,Df,же
ꙇмъ,Pp,и
рече,V-,рещи
и҃с,Ne,исоусъ
г҃лѧ,V-,глаголати
азъ,Pp,азъ
есмь,V-,бꙑти
свѣтъ,Nb,свѣтъ#1
мироу,Nb,миръ#2
ходѧі,V-,ходити
по,R-,по
мнѣ,Pp,азъ
не,Df,не
ꙇматъ,V-,имѣти
ходити,V-,ходити
въ,R-,въ
тъмѣ,Nb,тьма#1
нъ,C-,нъ
ꙇматъ,V-,имѣти
свѣта,Nb,свѣтъ#1
животънаго,A-,животьнъ
рѣшѧ,V-,рещи
же,Df,же
емоу,Pp,и
фарисѣі,Nb,фарисеи
тꙑ,Pp,тꙑ
о,R-,о
себѣ,Pk,себе
самъ,Pd,самъ
съвѣдѣтельствоуеши,V-,съвѣдѣтельствовати
съвѣдѣтельство,Nb,съвѣдѣтельство
твое,Ps,твои
нѣстъ,V-,не бꙑти
ꙇстинъно,A-,истиньнъ
отъвѣшта,V-,отъвѣщати
и҃с,Ne,исоусъ
ꙇ,C-,и
рече,V-,рещи
ꙇмъ,Pp,и
аште,G-,аще
азъ,Pp,азъ
съвѣдѣтельствоуѭ,V-,съвѣдѣтельствовати
о,R-,о
мьнѣ,Pp,азъ
самомь,Pd,самъ
съвѣдѣтел҄ьство,Nb,съвѣдѣтельство
мое,Ps,мои
нѣстъ,V-,не бꙑти
ꙇстинъно,A-,истиньнъ
естъ,V-,бꙑти
ѣко,G-,ꙗко
вѣмь,V-,вѣдѣти
отъкѫдоу,Du,отъкѫдоу
придъ,V-,прити
ꙇ,C-,и
камо,Du,камо
грѧдѫ,V-,грѧсти
ꙇ,C-,и
камо,Du,камо
ꙇдѫ,V-,ити
вꙑ,Pp,вꙑ
же,Df,же
по,R-,по
плъти,Nb,плъть
сѫдите,V-,сѫдити
азъ,Pp,азъ
не,Df,не
сѫждѫ,V-,сѫдити
никомоуже,Px,никътоже
аште,G-,аще
сѫждѫ,V-,сѫдити
азъ,Pp,азъ
