id|old_id|lemma|annotated|lemma_for_sanity_check|match|vr_lev|vr_status|CSR|CSR_form|imperative|question|HE response|AB response to response|JW comment|lemma_id|pos|true_frequency|frequency|lemma_has_jer|jer_tokens|tokens
579|644|божьство|1|божьство|божество|0.6666666667|||||||||130864|Nb|16|17|true||"бжтсво|бжство|бжствꙋ|бжства|бж҃тву|бжству|бжствѣ"
580|645|възрадовати|1|възрадовати|возрадовать|0.6111111111|||||#reflexive||||131476|V-|16|17|true|"възрадуем|възрадуѥм|въздрадова|въздрадоваста|въздрадоваша|възрадова"|"возрадѹют|възрадуемъ|възрадуем|възрадуѥм|въздрадова|въздрадоваста|въздрадоваша|въздрадѹите|възрадова|возрадовах|возрадовасте"
581|648|чьтение|1|чьтение|чтение|0.1428571429|||||||||132216|Nb|16|17|true||"чтенья|чтенїѧ|чтеніи|чтенія|чтенїю|чтенїе"
582|650|удьржати|1|удьржати|удержать|0.25|||||||||132327|V-|16|17|true|оудръжахꙋ|"оудержавъ|оудержи|оудержахъ|ѹдержати|оудержати|ѹдержах|оудѣржати|удрьжати|оудръжахꙋ|оудръжати|оудѣржить|вдержѧлъ|ѹдержа"
583|655|вечерьня|1|вечерьня|вечерня|0.125|||||||||133981|Nb|16|17|true||"вечернѧ|вечерни|вечерню|вечернею|вечернии|вечрнею|вечернѣ"
584|656|съсълати|1|съсълати|сослать|0.375|||||||||134010|V-|16|17|true||"сосла|сослаша|сошлет|сослал|сослалъ|сослана|сослали|сослат|саслал|сошли"
585|657|хрьстьныи|1|хрьстьныи|крёстный|0.4444444444||||||#irrelevant_irregular_change?|||134312|A-|16|17|true||"хрсьтныи|хрсьному|хрсьное|хрсьнаго|хрьснымъ|хрстное|хрсънаго|хесное|хрсънымъ|хрс҃тьноє|хрѣстному|хрѣстном|хрс҃тнмъ"
586|693|въспоминати|1|въспоминати|вспоминать|0.1818181818|||||||||156687|V-|16|16|true|въспоминаше|"воспоминаи|воспоминала|воспоминахъ|воспоминаѧ|въспоминающю|въспоминаꙗ|въспоминаше|воспоминает|воспоминаемыи|воспоминаю"
587|694|женъка|1|женъка|жёнка|0.4285714286|||||||||157202|Nb|16|16|true|жонъкъ|"женки|женкамъ|женка|жонки|жонокъ|женокъ|жонкы|жонъкъ"
588|695|тъгдаже|1|тъгдаже|||||||||||159328|Df|16|16|true||"тъгдаж҃|тъгдаже|тогдаже|тог[даже"
589|445|съмысльныи|1|съмысльныи|смышлёный|0.8461538462||||||do we count сл > шл as regular change? Probably not?|||122945|A-|15|25|true||"смышленаѧ|смышлены|смышленыхъ|смыслени|смыслену|смыслены|смысленъ|смыслень|смыслении|смысленый"
590|464|устие|1|устие|устье|0.2|||||no alternation with -ие||||123383|Nb|15|24|false|оустья|"устье|оустье|вустье|вустьѣ|вустьи|оустьи|ѹстье|оустья|ѹстьѥ|ѹстьи|устие|оустїемъ"
591|465|боярьскыи|1|боярьскыи|боярский|0.3333333333|||||||||123573|A-|15|24|true||"боꙗрескъ|боꙗрьстии|боꙗрьска|боꙗрьстѣи|боярьстии|болѧрьское|боꙗрьскаꙗ|боꙗрьскыѧ|боярским|боярские|боярскихъ|боярскꙑе|боярскому|боярскоі"
592|496|въселеная|1|въселеная|вселенная|0.2222222222|||||||||129995|Nb|15|23|true||"вселеныя|вселенѣи|вселеная|вселеную|вселенѣ|вселеныꙗ|вселенʼнѣи|вселенʼнаѧ|вселенныѧ|вселеннꙋю|вселеныѧ"
593|504|заутрьня|1|заутрьня|заутреня|0.125|||||||||133233|Nb|15|23|true||"заоутренѧ|заоутрени|заоутреню|заѹтрьнии|завтрени|заутреню"
594|515|разгнѣвати|1|разгнѣвати|разгневать|0.2|||||||||130124|V-|15|22|false|разъгнѣва|"разъгнѣва|разъгнѣвав|разгнѣвавъ|разгнѣва|разгнѣвалъ|разʼгнѣваемъ|разгнѣвахомъ"
595|516|въздаяти|1|въздаяти||0.4444444444|||||#irrelevant_irregular_change|removed, different suffix|||132581|V-|15|22|true|"въздають|въздаютъ"|"въздають|въздающе|въздаяти|вздая|въздая|вздаяху|въздаꙗ|воздающа|въздаѥта|въздаꙗти|въздаютъ|воздает|воздающе|воздаю"
596|518|татьба|1|татьба||1|||||||||154109|Nb|15|22|true||"татбѣ|татба|татбы|татбу|татьбѹ|татьба|татьбу|татьбы|татбѹ"
597|537|кръвавыи|1|кръвавыи|кровавый|0.25|||||||||132225|A-|15|21|true||"кровавъ|кровавы|кровава|кроваву|кровавѣ|кровавомꙋ|кровавыя|кроваваго|кровави|кровавꙑя"
598|558|чьрниговьць|1|чьрниговьць|черниговец|0.2727272727|||||||||132769|Nb|15|20|true||"черниговци|черниговцемъ|церниговьци|церниговчи|черниговьци|цьрниговьцемъ|чернивци|черниговцем"
599|573|възнести|1|възнести|вознести|0.5625|||||#reflexive||||124842|V-|15|19|true|"възнесуть|възнесет|възнесе"|"вознесѣт|възнесуть|възнесет|възнесе|възнеслъ|възнесше|в꙽знесли|вознесе|вознести"
600|575|невѣрьныи|1|невѣрьныи|неверный|0.3333333333|||||||||125055|A-|15|19|true||"невѣрнымъ|невѣрныхъ|невѣрнии|невѣрных|невѣрными|невѣрным|невѣрныи|невѣрному|невѣрнїи|невѣрныѧ"
601|580|призьрѣти|1|призьрѣти|призреть|0.7|||||||||130627|V-|15|19|true||"призри|призьри|Призри|прїзри"
602|588|съдѣяти|1|съдѣяти|содеять|0.7142857143|||||||||133144|V-|15|19|true||"содѣѧхомъ|сдѣяхомъ|сдѣяхом|сдѣя|здѣя|сдѣꙗ|здѣꙗ|здѣꙗхом|Сдѣꙗ|съдѣꙗти|содѣлалъ|содѣѧша"
603|594|льгъкыи|1|льгъкыи|легкий|0.5714285714|||||||||121129|A-|15|18|true||"легкое|легъку|легкых|льжѣе|льгъкъмь|льгче|легкие|лехче|легкими|лехки"
604|596|исписати|1|исписати|исписать|0.3333333333|||||||||123407|V-|15|18|false|"испьсаша|испьса"|"исписанъ|испишеть|исписа|испьсаша|испьса|ісписавше|испишют|испьсавъ|испїсати"
605|597|пошьлина|1|пошьлина|пошлина|0.125|||||||||123564|Nb|15|18|true||"пошлины|пошлинѣ|пошлини|пошлиною|пошлину|послине|пошлина"
606|603|начатъкъ|1|начатъкъ||0.5|||||||||125310|Nb|15|18|true||"начатокъ|начатки|начатъкъ|начаткꙋ|начатком|начат꙽ки|начат꙽ка|начатцѣ"
607|604|строение|1|строение|строение|0|||||||||125432|Nb|15|18|false|строѥнья|"строенїи|строенье|строенью|строѥнье|строѥнья|строение|строенїемъ|с꙽троенїѧ|с꙽троенїем|с꙽троенїе|страение"
608|606|пияньство|1|пияньство|пьянство|0.2222222222|||||||||125612|Nb|15|18|true|"пїѧньства|пьяньства|пьяства|пьянъства|пїѧньс꙽тва"|"пїѧньства|пьяньства|пїѧньство|пьѧньствѣ|пьяства|пьꙗньствомъ|пиꙗньство|пьянству|пьянъства|пїѧньс꙽тва|пїаньствомъ"
609|608|въкушати|1|въкушати|вкушать|0.7777777778|||||||||130153|V-|15|18|true|въкѹшахѹть|"вкѹшати|вкѹшають|вкушають|вкушая|вкушати|въкѹшаꙗ|въкѹшахѹть|въкѹшающю|въкѹшалъ|вкꙋшающи|в꙽кѹшаѧ"
610|610|земьныи|1|земьныи|земной|0.4285714286|||||||||130588|A-|15|18|true||"земномѹ|земныѧ|земныя|земьная|земную|земным|земнаго|земьныихъ|земное|земных|земныхъ"
611|613|рожение|1|рожение|рождение|0.125||||||South/East issue|||130854|Nb|15|18|false|роженья|"роженьемь|роженья|роженье|рѡженїѧ|роженїѧ|роженїи"
612|614|словесьныи|1|словесьныи|словесный||||||||||130870|A-|15|18|true||"словесну|словесная|словесныя|словесьнꙑхъ|словесныꙗ|словесныѧ|словесным|словесных|словесное|слѡвесныѧ|слѡвесными|словеснѣй"
613|639|въздъхнути|1|въздъхнути|вздохнуть|0.3|||||||||130282|V-|15|17|true|въздохну|"вздохнувъ|взодхнувъ|въздохну|въздъхнувъ|воздохнувъ|вздохнул|вздохня|вздохнулъ|воз꙽дохнꙋвъ|воздохнѹвъше|воздохнѹвъ"
614|643|съкровище|1|съкровище|сокровище|0.1111111111|||||||||130650|Nb|15|17|true|съкровищъ|"скровищь|скровище|скровища|съкровище|съкровища|сокровище|съкровищъ"
615|651|утрьнии|1|утрьнии|утренний|0.375|||||||||132683|A-|15|17|true||"оутренюю|оутрени|утрьнии|утрьнюю|ѹтрьнии|ѹтрьнꙗѧ|ѹтрьнꙗго|ѹтрьнюѹмѹ|ѹтрьнꙗꙗ|ѹтрьнимь|утреннѣм|ѹтренѧѧ"
616|652|въздыхание|1|въздыхание|вздыхание, воздыхание|0.6||||||added, both in Wiktionary|||133498|Nb|15|17|true||"воздыханїемъ|въздыханье|въздыханьем|въздыханиѥмь|въздыханиемь|въздыхании|воз꙽дыханїем|воздыханїѧ|въздыханїи"
617|653|вънегда|1|вънегда||0.5714285714|||||||||133543|Dq|15|17|true||"внегда|вънегда"
618|668|съпросити|1|съпросити|спросить|0.2222222222|||||||||123666|V-|15|16|true||"спросѧт|спроси|спросит|спросивъ|спросить|сопроста|спросили|спросилъ|с꙽проси"
619|670|подворие|1|подворие|подворье|0.125|||||||||123966|Nb|15|16|false|"поворьѧ|подворьѧ"|"подводворыи|подворье|поворьѧ|подворью|подорье|подворьѧ|подворьемь|подворьям|подворе"
620|686|нѣкъто|1|нѣкъто|некто|0.3333333333|||||||||132108|Px|15|16|true||"некомѹ|нѣкто|нѣкъто|нѣким|нѣкомоу|нѣкомꙋ"
621|690|епископия|1|епископия||0.5555555556|||||||||134245|Nb|15|16|false|"епспьи|епскпьи"|"еппсьямъ|епс҃пью|епс҃пии|епискѹпию|ѥпс҃пью|епспьи|епспью|пискѹпиѧмъ|псп҃ьꙗмъ|епскпьи|епископїю"
622|717|священичьскыи|1|священичьскыи|священнический|0.2857142857|||||||||156629|A-|15|15|true||"сщ҃еннїческїи|сщ҃енническомѹ|сщ҃енническїи|сщ҃енническомъ|сщ҃енническом|сьвещенническїи|свещенническомъ|с҃щнʼническїи|с҃щнʼничскїи|с҃щенʼническымъ|сщ҃енничьскым|священническая"
623|718|възможьныи|1|възможьныи|возможный|0.3|||||||||156641|A-|15|15|true||"возможно|възможьна|возможна|възмѡжна"
624|719|зълодѣи|1|зълодѣи|злодей|0.4285714286|||||||||156649|Nb|15|15|true|"зълодѣꙗ|зълодѣи"|"злодѣем|злодѣи|злодѣꙗ|злодѣю|зълодѣꙗ|золодѣи|зълодѣи|ȥлодѣю|ȥлодѣѧ|злодѣя"
625|720|съзьдание|1|съзьдание|создание|0.2222222222|||||||||156657|Nb|15|15|true|създанїа|"созданию|создания|созданїи|Създанїе|създанїе|создание|созданием|създанїа"
626|721|рубашька|1|рубашька|рубашка|0.125|||||||||156854|Nb|15|15|true||"рѹбашекъ|рѹбашка|рѹбаши|рѹбашки|рубашку|рубашка|рубашке"
627|722|достигнути|1|достигнути|достигнуть|0.1|||||||||156895|V-|15|15|false|досьтигнѣтъ|"досьтигнѣтъ|достигнѹти|достигʼшꙋ|достигшꙋ|достигнуть|достиже|достигнꙋти|достигнѹх|достигнет|достигли|достигохъ|достигнете|достигнеши"
628|723|нижьнии|1|нижьнии|нижний|0.2857142857|||||||||156989|A-|15|15|true||"нижнее|нижнимъ|нижнего|нижьнее|нижьнеѥ|нижьнихъ|нижнаѧ|нижнеи|нижним|нижнія|нижнїѧ"
629|724|дѣвъка|1|дѣвъка|девка|0.3333333333|||||||||157203|Nb|15|15|true||"девки|дѣвкам|дѣвка|дѣвокъ|дѣвки|дѣвакъ|дѣвкы|дѣвъка|дѣвкою"
630|725|съчетъ|1|съчетъ|счёт|0.3333333333||||||changed TOROT lemma from съчетъ to съчьтъ|||157240|Nb|15|15|true||"счетъ|счете|счет"
631|726|съдоровие|1|съдоровие|здоровье|0.3333333333|||||||||157464|Nb|15|15|true|здаровья|"здоровъи|здоровье|здорове|здоровемъ|здаровья|здаровье|здарове|здоровие"
632|727|потъщати|1|потъщати||0.7222222222|||||||||158285|V-|15|15|true|"потъщить|потьщимъ"|"подщи|потщим|потща|потъщить|потьщимъ|потъщи|потщав꙽|потщите|потщоу"
633|728|нынѣшьнии|1|нынѣшьнии|нынешний|0.3333333333|||||||||158321|A-|15|15|true||"нн҃ѣшнемъ|нынешния|нынешнее|нынѣшняго|нынеш’них|н҃нѣшняго|н҃нѣшнее|н҃нѣшных|нн҃ѣшнее|нн҃ѣшьнеи|ннешнем|ннешнюю|нынешнего|ннѣшнимъ"
634|729|дъвѣсътѣ|1|дъвѣсътѣ||1||||||complex numerals dropped|||158802|Ma|15|15|true||"с҃|двѣстѣ|двѣсте|с"
635|730|прѣславьныи|1|прѣславьныи|преславный|0.2727272727|||||||||160779|A-|15|15|true||"преславному|преславныя|преславьныꙗ|преславьнѣмь|прѣславьноѥ|преславно|преславна|преславныа|преславными|преславнꙋ|преславнѣм|преславнаго"
636|416|крьстияньскыи|1|крьстияньскыи|христианский|0.4615384615|||||#irrelevant_irregular_change||||125056|A-|14|27|true||"кртсьяньстѣи|крстньску|крьстьꙗиьстѣи|крс҃тьꙗньскѹ|крс҃тьяньску|кртсьяньску|крс҃тиꙗньстѣи|крстьянскую|крстьяньскую|крстьянскои|крестьянскаи|крстїаньстѣи|крстїаньскїа"
637|492|братьнь|1|братьнь||0.8947368421|||||||||123508|A-|14|23|true||"братню|братень|братними|братьню|братнѧ|брат҃не|брат҃ни|братне|братни"
638|494|разьно|1|разьно|разно|0.6|||||||||125217|Df|14|23|true||"разно|разно-|розно|раȥно"
639|499|святопълчь|1|святопълчь||0.4545454545|||||||||130554|A-|14|23|true||"с҃тополчи|с҃тополчь|ст҃ополчь|ст҃ополча|ст҃ополчю|ст҃опълчь|ст҃опълчю|ст҃ополчаꙗ"
640|510|въсияти|1|въсияти|воссиять|0.375|||||||||122844|V-|14|22|true|"восья|въсиꙗ|въсїꙗше"|"восияеть|восия|восья|въсиꙗ|въсиꙗвъ|въсиꙗвъшю|въсїꙗше|восїѧти|восїѧвших"
641|532|съмьртьныи|1|съмьртьныи|смертный|0.4|||||||||130494|A-|14|21|true||"смертнѹю|см҃ртнѹю|смертнаго|см҃ртную|смрт҃ное|смр҃тную|смр҃тнѣмь|смр҃тни|смр҃тныхъ|съмьртьную|смертныя|смертные|смр҃тнаѧ"
642|554|заступьникъ|1|заступьникъ|заступник|0.5454545455|||||||||131408|Nb|14|20|true||"заступника|заступниче|застѹпьникъ|застоупниче|застꙋпницы|застоупникъ|застоупника"
643|569|българьскыи|1|българьскыи|болгарский|0.3636363636|||||||||122674|A-|14|19|true||"болгарьска|болъгарьскаяь|болгарьскаго|болъгарьску|болгарьску|болгарьскыи|болгарьскую|болгарьскым|бѡлгарскаго"
644|570|отъвѣчати|1|отъвѣчати|отвечать|0.3333333333|||||||||123482|V-|14|19|true||"ѿвѣцаи|ѿвѣчать|ѿвѣчает|ѿвѣташа|ѿвѣчаша|ѿвѣчаю|ѿвѣчати|отвечал|отвечати|отвечали|отвечаша|ѿвечѧли|ѿвечѧлъ|ѡтвечаю"
645|577|отъпасти|1|отъпасти|отпасть|0.25|||||||||125676|V-|14|19|true||"ѿпадеть|ѿпадуть|ѿпадъ|ѿпасти|ѿпаде|ѿпадоша|ѿпаши|ѿпадоут|ѿпадоуть"
646|582|овьсъ|1|овьсъ|овёс|0.4|||||||||131268|Nb|14|19|true||"овесъ|ѡвса|ѡвесъ|ѡвсомъ|овса|овсѣ"
647|589|въписати|1|въписати|вписать|0.25|||||||||134166|V-|14|19|true|"въписахомъ|въписахъ|въписа"|"вписах|вписалъ|вписати|вписаша|въписахомъ|въписахъ|въписа|въписавъ|въписано"
648|601|въходити|1|въходити|входить|0.25|||||||||124530|V-|14|18|true|въходить|"въходить|входѧть|входѧще|входѧ|входѧи|входятъ|входя|вхожаше|входѧщим"
649|607|умъножати|1|умъножати|умножать|0.2222222222|||||||||129718|V-|14|18|true||"оумножавши|оумножати|оумножают|оумножаеть|ѹмножахѹ|ѹмножаꙗ|ѹмножающаѧ|ѹмножають|ѹмножаеть|ѹмножаше|ѹмнѡжающим꙽|ѹмножающꙋ|ѹмнѡжаше"
650|617|въспѣти|1|въспѣти|воспеть|0.4285714286|||||||||131481|V-|14|18|true|въспѣша|"въспоите|воспоите|вспоють|въспѣти|въспѣша|воспой|въспѣли|воспѣтъ|воспои|воспоемъ"
651|622|орудие|1|орудие|орудие|0|||||||||132595|Nb|14|18|false|ѡрудья|"орудьѥ|орудьꙗ|орѹдье|ѡрудье|ѡрудья|орѹдиꙗ|орѹдии|орѹдиѥмь|ороудиꙗ|ѡроудиѥ|ороудиѥ"
652|636|полотьскыи|1|полотьскыи|полоцкий|0.5|||||||||125407|A-|14|17|true||"полотьску|полотьскаго|плотьскыя|полочьскꙑи|полотьскꙑи|полотьскою|полот҃скꙑи|полотьскыи|полотьскꙋю|полотьскыѣ|полотскаго|полотьского|полоцкимъ"
653|638|прѣльсть|1|прѣльсть|прелесть|0.875|||||||||129824|Nb|14|17|true|"прельсти|прѣльсти"|"прелесть|прельсти|прѣльсти|прелѣсть|прелести|прелсти"
654|654|человѣколюбьць|1|человѣколюбьць|человеколюбец|0.2142857143|||||||||133602|Nb|14|17|true||"чл҃колюбецъ|члв҃колюбче|члв҃колюбець|члвкл҃бче|цлв҃колюбьче|чл҃колюбʼче|члколюбецъ|человѣколюбче|чл҃колюбець"
655|675|дьрзновение|1|дьрзновение|дерзновение|0.0909090909|||||||||125007|Nb|14|16|true|дьрьзновениꙗ|"дерзновенїе|деръзновенье|дерзновенье|дрьзновениѥ|дьрзновение|дьрьзновениѥ|дьрьзновениꙗ|дръзновенїе|дер꙽зновенїем"
656|678|въкусити|1|въкусити|вкусить|0.625|||||||||129853|V-|14|16|true|"въкѹси|въкѹсѧть"|"вкуси|вкушь|въкѹси|въкѹсивъше|въкѹсити|въкѹсѧть|вкꙋсити|в꙽кѹсит|вкꙋси|в꙽кѹсивъ|в꙽кѹсити|в꙽кѹси"
657|679|съставити|1|съставити|составить|0.2222222222|||||||||130095|V-|14|16|true|"съставиша|състави"|"съставиша|сставленъ|състави|съставивъ|съставленъ|съставилъ|съставимъ|состави|составиша|съставлена|составилъ"
658|683|съпасати|1|съпасати|спасать|0.25|||||||||131124|V-|14|16|true||"сп҃сати|сп҃саетъ|сп҃саѧ|спасаемыхъ|спасаѥта|сп҃сающаго|сп҃сает|сп҃сающи|спасающаго|спасающих|сп҃саемыхъ|сп҃саѧи"
659|688|добродѣтельныи|1|добродѣтельныи|добродетельный|0.1428571429|||||||||132221|A-|14|16|true||"добродѣтелномъ|добродѣтелномѹ|добродѣтелное|добродѣтел꙽ным|добродѣтел꙽ное|добродѣтелна|добродѣтелнаго|добродѣтел꙽наго|добродѣтелных|добродѣтелныи|добродѣтелныѧ"
660|689|въпасти|1|въпасти|впасть|0.5714285714|||||||||132610|V-|14|16|true|"въпаде|въпадоша"|"впал|впаде|впадет|впадоша|впадша|въпаде|въпадъшю|въпадоша|впадохъ|впаднеши"
661|698|благочьстие|1|благочьстие|благочестие|0.0909090909|||||||||123433|Nb|14|15|true||"блгчстьемь|благочьстиюмь|бл҃гочьстиѥмь|бл҃гочестия|бл҃гочестие|благочестие|бл҃гочестїемъ|бл҃гочстїи|бл҃гочестїѧ|блг҃очстїемъ|бл҃гочестїе"
662|699|сьрдьчьныи|1|сьрдьчьныи|сердечный|0.4|||||||||123515|A-|14|15|true||"срдч҃нѣи|сьрдьчьною|ср҃дьчьною|ср҃дьчьныма|сердечныя|сердечнїи|сердечные|срдчнаѧ|сердешна|срдчных|срдчнѣи|срдчныхъ"
663|700|въспитати|1|въспитати|воспитать|0.2222222222|||||||||123695|V-|14|15|true|"въсптитають|въспитахъ"|"воспитати|воспитани|воспитаи|воспитавшаго|воспитала|въсптитають|въспитахъ|воспитанъ|воспита"
664|705|възградити|1|възградити||0.7|||||||||130360|V-|14|15|true|"возъгради|възгради"|"возъгради|възградити|възгради|възграженъ|воз꙽градит|возградит|возъграженъ|возградити"
665|709|вьсячьскы|1|вьсячьскы|всячески|0.3333333333|||||||||130880|Df|14|15|true||"всѧческ̏|всѧчески|всѧчьски|вьсꙗчьскы|всѧческы|всѧческїи"
666|713|дъска|1|дъска|доска|0.2|||||||||134064|Nb|14|15|true||"доски|доску|дску|дъскы|досками|дъска|дьскы|доска"
667|714|прѣтьрпѣти|1|прѣтьрпѣти|претерпеть|0.4|||||||||134186|V-|14|15|true||"претерпи|претерпѣ|претьрпѣвъ|претерпишъ|претерпѣша|претерпѣвыи|претерпите|претерпѣхъ"
668|715|пятьница|1|пятьница|пятница|0.125|||||||||154080|Nb|14|15|true|пѧтьници|"пѧтницю|пѧтницѹ|пѧтнич҃|пѧтницѣ|пѧтьници|пѧтници|пѧтницѧ|пѧт҃|пятницу"
669|761|замъкнути|1|замъкнути|замкнуть|0.2222222222|||||||||157807|V-|14|14|true||"замъкнѹты|замкнѹтъ|замкнѹто|замкнѹт|замъкнѹто|замкоша|замъкни|замкнулъ|замкнуты|замкнꙋта"
670|762|въскую|1|въскую|||||||||||158835|Du|14|14|true||"въскую|вскую|въскѹю|въскоую|вьскоую|въскꙋю"
671|763|гълѣбовъ|1|гълѣбовъ|Глебов|0.5|||||||||158883|A-|14|14|true||"глѣбовъ|глѣбови|глѣбову|глѣбовым|глѣбоваꙗ|Глѣбовъ|Глѣбову!|Глѣбовы"
672|764|вечерьнии|1|вечерьнии|вечерний|0.2222222222|||||||||159140|A-|14|14|true||"вечернюю|вечернее|вечерънюю|вечерьнꙗѧ|вечерьниимь|вечерьнии|вечерьнюмѹ|вечернѧѧ"
673|765|городъкъ|1|городъкъ|городок|0.25|||||||||159238|Nb|14|14|true|городъкъ|"городъкъ|городкѣ|городкѹ|городка|городок|городъкы|горотъкѣ|гороткы|городкы|гороткѣх|горот꙽кы"
674|766|повьсьгда|1|повьсьгда|||||||||||167224|Df|14|14|true||"повсегда|по всегда"
675|486|задьница|1|задьница|задница|0.9|||||keep? Too large meaning discrepancy (inheritance)|if we're not doing manual matching, then surely this one has to go. If we are, I think we could keep it|I think we do!||154261|Nb|13|24|true||"задницю|задницѣ|задницѧ|задници|задницею|задница"
676|557|научение|1|научение|научение|0.25||||||научение is in Wiktionary|||131953|Nb|13|20|false|наоученья|"наѹченїю|наоущенью|наоученью|наоущенье|наоученье|наоученьемь|наоученья|наѹченье|наѹцениѥмь|наѹцению|научением|наѹченїе"
677|574|вънѣ|1|вънѣ|вне|0.5|||||||||124847|R-|13|19|true||"внѣ|вънѣ"
678|581|праздьновати|1|праздьновати|праздновать|0.1666666667|||||||||130643|V-|13|19|true||"Праздновавъ|праздноваша|празднуѥть|празднова|Праздноваша|праздьнѹюще|празновати|празднѹють|празнуетъ|праз꙽днѹета|праздновахъ"
679|600|одъва|1|одъва|едва|0.4|||||#irrelevant_irregular_change||||124513|Df|13|18|true||"ѡдва|одва|ѡдъва|одъва"
680|602|възъвати|1|възъвати|воззвать|0.5|||||#aspect||||124824|V-|13|18|true|възъваша|"возва|во-ва|възвати|возвах|възъваша|възъвавъ|возвавыи|возванныи|возвахъ"
681|635|възрасти|1|възрасти|возрасти|0.25|||||||||125134|V-|13|17|true|"въздрастеть|въздрасте"|"възрастъшю|въздрастъшим|взрослъ|въздрастъша|въздрастеть|въздрасте|воз꙽расте|возрасте|Въздрастьшоу|возрастъше"
682|642|отъселѣ|1|отъселѣ||0.5714285714|||||||||130405|Df|13|17|true||"ѿселе|ѿселѣ|отъселѣ|отсель"
683|646|псалъмъ|1|псалъмъ|псалом|0.2857142857|||||||||131529|Nb|13|17|true||"псалмѣхъ|плмсы|псалмы|псалъмы|псалма|псл҃мы|псалом|п꙽салом|псаломъ"
684|647|страстотьрпьць|1|страстотьрпьць|страстотерпец|1|||||||||131582|Nb|13|17|true|"страстотьрпьца|страстотьрпьцю|страс҃трьпьцю"|"стрспца|стрпсцѧ|стрспцѧ|стрстпче|страстотьрпьца|страстотьрпьцю|страс҃трьпьцю|стрстрпецъ"
685|667|въздьржати|1|въздьржати|воздержать|0.6315789474|||||#reflexive||||123547|V-|13|16|true|"воз꙽дръжа|воздръжаше"|"воздержати|воздержи|въздержаеми|вздержа|въздержа|воз꙽дръжа|воздръжаше|воздержаѧ|воздержанои|воздержат|воздержали|воздержитъ|воздержаны"
686|674|въспятити|1|въспятити||0.7777777778|||||||||124593|V-|13|16|true|"въспѧтѧть|въспѧтиша|въспѧти|въспѧтить"|"въспѧтѧть|въспѧтивъ|вспѧтил|въспѧтиша|въспѧти|въспѧтить"
687|677|равьныи|1|равьныи|равный|0.2857142857|||||||||129805|A-|13|16|true||"равно|равнымъ|равна|равны|равнꙋ|равенъ"
688|681|твьрдь|1|твьрдь|твердь||||||||||130286|Nb|13|16|true|твьрди|"твердь|твьрдь|твьрди|твердью|тверди"
689|685|зълѣ|1|зълѣ||0.5||||||#irrelevant_irregular_change or not a match at all?|let's say no match||131909|Df|13|16|true||"злѣ|зълѣ|ѕлѣ"
690|697|псалътырь|1|псалътырь|псалтырь|0.1111111111|||||||||121268|Nb|13|15|true||"псл҃трь|плтсырь|плст҃рь|псалтырь|пс҃лтырь|ѱалтыр|ѱалтырях|псалтирѣ|псалтыри"
691|702|пользьныи|1|пользьныи|полезный|0.3333333333|||||||||125642|A-|13|15|true||"ПОЛЕЗНЫ|полезных|полезномъ|полезнаѧ|полезно|полезьная|полѣзное|полез꙽но|полезныхъ|полезны"
692|703|людьскыи|1|людьскыи|людской|0.375|||||||||130172|A-|13|15|true||"людцкои|людьския|людьскым|людьстѣи|людʼскїе|людʼскаго|людʼское|людское|людские|людъскои|людскаго|лютцкие|людцкое"
693|707|агньць|1|агньць|агнец|0.7142857143|||||||||130542|Nb|13|15|true|агньца|"агнець|агньцю|агньци|агн҃ца|агн҃ецъ|агнецъ|агньца|агнеца|агнца"
694|708|отьчьскыи|1|отьчьскыи|отеческий|0.5555555556|||||||||130866|A-|13|15|true||"ѿческомѹ|ѿеческаго|ѡч҃ескихъ|ѡч҃ьская|отьчьскыихъ|ѿч҃еских|ѡтеческое|ѡтеческои|ѿч҃ьскому|ѿч҃ескаѧ|ѿч҃ескихъ|отеческимъ"
695|710|заутрьнии|1|заутрьнии|заутренний|0.5555555556|||||||||131608|A-|13|15|true||"заоутренюю|заѹтрьнюю|заꙋт҃нии|заутрьнюю|заѹтрьнюѹмѹ|заѹтрьнюмѹ|заутренюю|заѹтренюю"
696|712|исчезнути|1|исчезнути|исчезнуть|0.1111111111|||||||||132816|V-|13|15|false|изъщезоша|"ищезнѧху|ищезнуша|изъщезоша|ищезоша|исчезоша|исчезе|ꙇсчезнул|исчезнѹт|исчезоста|исчеѕе"
697|716|кърмъ|1|кърмъ|корм|0.4|||||||||154230|Nb|13|15|true|кърма|"кормомь|кормъ|кормѹ|кормомъ|кърма|корму"
698|750|съписати|1|съписати|списать|0.375|||||||||132107|V-|13|14|true|съпьсахъ|"списаша|списахом|списа|съписанѹ|съписати|съпьсахъ|списах|списано"
699|754|прѣдълежати|1|прѣдълежати|предлежать|0.9333333333|||||||||132430|V-|13|14|true||"предлежащемъ|предълежащее|предлежащеѥ|предлежащимъ|предълежащеѥ|предʼлежащемꙋ|предлежит|предлежащеи|предлежащее|предлежащїи"
700|759|мьртвьць|1|мьртвьць|мертвец|0.375|||||||||154102|Nb|13|14|true||"мр҃твеци|мр҃твца|мертвеци|мертвець|мертвецѧ|мьртвьцѧ|мьртвьци|мрт҃вци|мертвецъ|мертвецам|мрт҃вецѣх"
701|760|дългъ|1|дългъ|долг|0.4|||||||||154183|Nb|13|14|true||"долзѣ|долгѣхъ|долгъ|долгѹ|дългъ|дълго|дѡлгъ"
