Кьнігъі|Nb|-p---fn--i|кьнігъі|10|кънигꙑ
хощѫ|V-|1spia----i|хоштѫ|301|хотѣти
нъ|C-|---------n|нъ|11|нъ
ѣ̄ко|G-|---------n|ѣко|115|ꙗко
тъі|Pp|2s---mn--i|тъі|304|тꙑ
пріде|V-|3saia----i|пріде|221|прити
кь|R-|---------n|кь|59|къ
ѹ̄ченікомъ|Nb|-p---md--i|оученікомъ|359|оученикъ
ӣ|C-|---------n|і|13|и
о̄брѣте|V-|3saia----i|обрѣте|225|обрѣсти
ѩ̄|Pp|3p---ma--i|ѧ|64|и
сьпѩщѧ|V-|-pppapa-si|сьпѧштѧ|477|съпати
ӣ|C-|---------n|і|13|и
г҃ла|V-|3saia----i|гла|102|глаголати
петрові|Ne|-s---md--i|петрові|437|петръ
Тако|Df|---------n|тако|48|тако
лі|Du|---------n|лі|749|ли
не|Df|---------n|не|8|не
възм̄оже|V-|3saia----i|възможе|601|възмощи
ӣ|C-|---------n|і|13|и
е̄діного|Ma|-s---og--i|едіного|243|ѥдинъ
часа|Nb|-s---mg--i|часа|422|часъ
побьдѣті|V-|--pna----i|побьдѣті|1928|побъдѣти
сь|R-|---------n|сь|92|съ
мъноѭ҅҅|Pp|1s---qi--i|мъноѭ|439|азъ
Бъдіте|V-|2ppma----i|бъдіте|1862|бъдѣти
ӣ|C-|---------n|і|13|и
м҃$л@те|V-|2ppma----i|млте|0|FIXME
сѧ|Pk|3s---qa--i|сѧ|21|себе
да|G-|---------n|да|366|да
не|Df|---------n|не|8|не
вънідете|V-|2ppia----i|вънідете|380|вънити
въ|R-|---------n|въ|111|въ
напасть|Nb|-s---fa--i|напасть|742|напасть
д҃хъ|Nb|-s---mn--i|дхъ|442|доухъ
бо|Df|---------n|бо|94|бо
е̄сть|V-|3spia----i|есть|18|бꙑти
бьдръ|A-|-s---mnpsi|бьдръ|1929|бъдръ
а̄|C-|---------n|а|85|а
плъть|Nb|-s---fn--i|плъть|1506|плъть
немощьна|A-|-s---fnpsi|немоштьна|1930|немощьнъ
Пакъі|Df|---------n|пакъі|615|пакꙑ
въторицеѭ̄|Df|---------n|въторіцеѭ|1931|въторицеѭ
шедъ|V-|-supamn-si|шедъ|668|ити
помолі|V-|3saia----i|помолі|658|помолити
сѧ|Pk|3s---qa--i|сѧ|21|себе
г҃лѧ|V-|-sppamn-si|глѧ|102|глаголати
ѡ҃̄̄че|Nb|-s---mv--i|оче|306|отьць
моӣ|Ps|1s---mv--i|моі|446|мои
а̄ще|G-|---------n|аште|248|аще
не|Df|---------n|не|8|не
възможьно|A-|-s---nnpsi|възможьно|1615|възможьнъ
е̄стъ|V-|3spia----i|естъ|18|бꙑти
чаші|Nb|-s---fl--i|чаші|1174|чаша
сеӣ|Pd|-s---fl--i|сеі|47|сь
да|Df|---------n|да|590|да
мимо|ідѭтъ|ідѭтъ|мімо|0|FIXME
ӣдет|V-|2ppma----i|ідет|668|ити
о̄тъ|R-|---------n|отъ|80|отъ
мене|Pp|1s---qg--i|мене|439|азъ
а҅ще|G-|---------n|аште|248|аще
не|Df|---------n|не|8|не
піѭ̄|V-|1spia----i|піѭ|365|пити
е̄ѩ̄|Pp|3s---fg--i|еѧ|64|и
бѫді|V-|3spma----i|бѫді|18|бꙑти
волѣ|Nb|-s---fn--i|волѣ|504|волꙗ
твоѣ̄|Ps|2s---fn--i|твоѣ|307|твои
Ӣ|C-|---------n|і|13|и
прішедъ|V-|-supamn-si|прішедъ|221|прити
пакъі|Df|---------n|пакъі|615|пакꙑ
О̄брѣте|V-|3saia----i|обрѣте|225|обрѣсти
ѩ̄|Pp|3p---ma--i|ѧ|64|и
сьпѩштѧ|V-|-pppapa-si|сьпѧштѧ|477|съпати
бѣсте|V-|3diia----i|бѣсте|18|бꙑти
бо|Df|---------n|бо|94|бо
ӣмъ|Pp|3p---md--i|імъ|64|и
о̄чи|Nb|-d---nn--i|очі|427|око
тѩготьнѣ|A-|-d---nnpsi|тѧготьнѣ|2346|тѧготьнъ
ӣ|C-|---------n|і|13|и
о̄ставлъ|A-|---------n|оставлъ|7602|остатъчьнъ
ѩ̄|Pp|3p---ma--i|ѧ|64|и
пакъі|Df|---------n|пакъі|615|пакꙑ
шедъ|V-|-supamn-si|шедъ|668|ити
помолі|V-|3saia----i|помолі|658|помолити
сѧ|Pk|3s---qa--i|сѧ|21|себе
третіӣцеѭ̄|Df|---------n|третііцеѭ|1932|третиицеѭ
тожд̄е|Pd|-s---na--i|тожде|155|тъжде
слово|Nb|-s---na--i|слово|519|слово
рекь|V-|-supamn-si|рекь|106|рещи
Тогд҅а|Df|---------n|тогда|670|тъгда
пріде|V-|3saia----i|пріде|221|прити
кь|R-|---------n|кь|59|къ
ѹ̄ченикомъ|Nb|-p---md--i|оученікомъ|359|оученикъ
Ӣ|C-|---------n|і|13|и
г҃ла|V-|3saia----i|гла|102|глаголати
ӣмъ|Pp|3p---md--i|імъ|64|и
сьпіте|V-|2ppma----i|сьпіте|477|съпати
прочее̄|Df|---------n|прочее|1933|прочеѥ
ӣ|C-|---------n|і|13|и
почіваӣте|V-|2ppma----i|почіваіте|1934|почивати
се|Pk|3s---qa--i|се|21|себе
прібліжи|V-|3saia----i|прібліжі|1116|приближити
сѧ|Pk|3s---qa--i|сѧ|21|себе
годіна|Nb|-s---fn--i|годіна|1410|година
ӣ|C-|---------n|і|13|и
с҃нъ|Nb|-s---mn--i|снъ|341|сꙑнъ#1
ч҃лчскъі|A-|-s---mnpwi|члчскъі|576|чловѣчьскъ
прѣдае̄тъ|V-|3spia----i|прѣдаетъ|515|прѣдаꙗти
сѧ|Pk|3s---qa--i|сѧ|21|себе
въ|R-|---------n|въ|111|въ
рѫцѣ|Nb|-d---fa--i|рѫцѣ|414|рѫка
грѣшьникомъ|Nb|-p---md--i|грѣшьнікомъ|507|грѣшьникъ
Въстанѣте|V-|2ppma----i|въстанѣте|972|въстати
ӣдѣмъ|V-|1ppma----i|ідѣмъ|668|ити
се|I-|---------n|се|419|се
пріближі|V-|3saia----i|прібліжі|1116|приближити
сѧ|Pk|3s---qa--i|сѧ|21|себе
прѣдаѩ̄ӣ|V-|-sppamn-wi|прѣдаѧі|515|прѣдаꙗти
мѧ|Pp|1s---qa--i|мѧ|439|азъ
Ӣ|C-|---------n|і|13|и
е̄ште|Df|---------n|еште|253|ѥще
г҃лѭщѹ|V-|-sppamd-si|глѭштоу|102|глаголати
е̄мѹ|Pp|3s---md--i|емоу|64|и
Се|I-|---------n|се|419|се
ӣю҅да|Ne|-s---mn--i|іюда|1110|июда
ѡ̄̄тъ|R-|---------n|отъ|80|отъ
о̄бою̄|Ma|-d---mg--i|обою|1099|оба
на|R-|---------n|на|117|на
десѧті|Ma|-s---pl--i|десѧті|1069|десѧть
пріде|V-|3saia----i|пріде|221|прити
ӣ|C-|---------n|і|13|и
сь|Pd|-s---mn--i|сь|47|сь
німъ|Pp|3p---pd--i|німъ|64|и
народъ|Nb|-s---ma--i|народъ|626|народъ
мн̄огь|A-|-s---mapsi|многь|49|мъногъ
сь|R-|---------n|сь|92|съ
о̄рѫжіи|Nb|-p---ni--i|орѫжіі|1935|орѫжиѥ
ӣ|C-|---------n|і|13|и
дръкольмі|Nb|-p---mi--i|дръкольмі|1936|дрьколь
ѡ̄̄тъ|R-|---------n|отъ|80|отъ
а̄рх̄іе̄реӣ|Nb|-p---mg--i|архіереі|940|архиереи
ӣ|C-|---------n|і|13|и
старець|Nb|-p---mg--i|старець|1435|старьць
людьскъиӣхъ|A-|-p---mgpwi|людьскъііхъ|1690|людьскъ
прѣдаѩ̄ӣ|V-|-sppamn-wi|прѣдаѧі|515|прѣдаꙗти
же|Df|---------n|же|20|же
дастъ|V-|3saia----i|дастъ|116|дати
ӣмъ|Pp|3p---md--i|імъ|64|и
знамение̄|Nb|-s---na--i|знаменіе|1284|знамениѥ
г҃лѧ|V-|-sppamn-si|глѧ|102|глаголати
Е̄гоже|Pr|-s---mg--i|егоже|96|иже
а̄зь|Pp|1s---mn--i|азь|439|азъ
лобьжѭ̄|V-|1spia----i|лобьжѫ|1937|лобъзати
тъ|Pd|-s---mn--i|тъ|105|тъ
е̄стъ|V-|3spia----i|естъ|18|бꙑти
ӣмѣте|V-|2ppma----i|імѣте|1077|ѩти
ӣ|C-|3s---ma--i|і|13|и
А̄біе̄|Df|---------n|абіе|935|абиѥ
же|Df|---------n|же|20|же
прістѫпль|V-|-supamn-si|прістѫпль|930|пристѫпити
кь|R-|---------n|кь|59|къ
и҃̄сѹ|Ne|-s---md--i|ісоу|343|исоусъ
рече|V-|3saia----i|рече|106|рещи
емѹ|Pp|3s---md--i|емоу|64|и
радѹӣ|V-|2spma----i|радоуі|1563|радовати
сѧ|Pk|3s---qa--i|сѧ|21|себе
рав҅в̄і|Nb|---------n|равві|1769|равви
Ӣ|C-|---------n|і|13|и
о̄блобъіза|V-|3saia----i|облобъіза|1938|облобꙑзати
и|C-|---------n|і|13|и
и҃̄съ|Ne|-s---mn--i|ісъ|343|исоусъ
же|Df|---------n|же|20|же
рече|V-|3saia----i|рече|106|рещи
е̄мѹ|Pp|3s---md--i|емоу|64|и
дрѹ̄же|Nb|-s---mv--i|дроуже|751|дроугъ
на|R-|---------n|на|117|на
неже|Pr|-s---na--i|неже|96|иже
е̄сі|V-|2spia----i|есі|18|бꙑти
прішелъ|V-|-sspamn-si|прішелъ|221|прити
творі|V-|2spma----i|творі|636|творити
Тогда̄|Df|---------n|тогда|670|тъгда
прістѫпльше|V-|-pupamn-si|прістѫпльше|930|пристѫпити
възложішѧ|V-|3paia----i|възложішѧ|1066|възложити
рѫцѣ|Nb|-d---fa--i|рѫцѣ|414|рѫка
на|R-|---------n|на|117|на
и҃̄са|Ne|-s---mg--i|іса|343|исоусъ
ӣ|C-|---------n|і|13|и
ѩ̄сѧ|V-|3paia----i|ѧсѧ|1077|ѩти
ӣ|Pp|3s---ma--i|і|64|и
ӣ|C-|---------n|і|13|и
се|I-|---------n|се|419|се
е̄дінъ|Ma|-s---mn--i|едінъ|243|ѥдинъ
о$т@|R-|---------n|от|80|отъ
сѫштиӣхъ|V-|-pppamg-wi|сѫштііхъ|18|бꙑти
съ|R-|---------n|съ|92|съ
и҃̄ссмъ|Nb|-s---mi--i|іссмъ|0|FIXME
простеръ|V-|-supamn-si|простеръ|933|прострѣти
рѫкѫ|Nb|-s---fa--i|рѫкѫ|414|рѫка
ӣзв̄лѣче|V-|3saia----i|ізвлѣче|1381|извлѣщи
ножь|Nb|-s---ma--i|ножь|1939|ножь
своӣ|Pt|3s---ma--i|своі|217|свои
ӣ|C-|---------n|і|13|и
ѹ̄дарь|V-|-supamn-si|оударь|725|оударити
раба|Nb|-s---mg--i|раба|2438|раба
а̄рх̄іе̄рео̄ва|A-|-s---ogpsi|архіереова|1897|архиереовъ
ѹ̄рѣза|V-|3saia----i|оурѣза|1940|оурѣзати#1
е̄мѹ|Pp|3s---md--i|емоу|64|и
ѹ̄хо|Nb|-s---na--i|оухо|1157|оухо
десное̄|A-|-s---napwi|десное|692|деснъ
Тогда|Df|---------n|тогда|670|тъгда
г҃ла|V-|3saia----i|гла|102|глаголати
е̄мѹ|Pp|3s---md--i|емоу|64|и
и҃̄съ|Ne|-s---mn--i|ісъ|343|исоусъ
Възвраті|V-|2spma----i|възвраті|966|възвратити
ножь|Nb|-s---ma--i|ножь|1939|ножь
твоӣ|Ps|2s---ma--i|твоі|307|твои
въ|R-|---------n|въ|111|въ
свое̄|Pt|3s---na--i|свое|217|свои
мѣсто|Nb|-s---na--i|мѣсто|113|мѣсто
въси|Px|-p---mn--i|въсі|54|вьсь
бо|Df|---------n|бо|94|бо
прие̄мъшіӣ|V-|-pupamn-wi|пріемъшіі|165|приѩти
ножь|Nb|-s---ma--i|ножь|1939|ножь
ножемъ|Nb|-s---mi--i|ножемъ|1939|ножь
погъібнѫтъ|V-|3ppia----i|погъібнѫтъ|1114|погꙑбнѫти
Ли|Du|---------n|лі|749|ли
мьнітъ|V-|3spia----i|мьнітъ|166|мьнѣти
ти|Pp|2s---md--i|ті|304|тꙑ
сѧ|Pk|3s---qa--i|сѧ|21|себе
ѣ̄ко|G-|---------n|ѣко|115|ꙗко
не|Df|---------n|не|8|не
могѫ|V-|1spia----i|могѫ|31|мощи
нн̄ѣ|Ne|-s---md--i|ннѣ|0|FIXME
ѹ̄м$л@иті|V-|--pna----i|оумліті|1652|оумльчати
о҃̄ца|Nb|-s---mg--i|оца|34|богъ
мое̄го|Ps|1s---og--i|моего|446|мои
ӣ|C-|---------n|і|13|и
пріставітъ|V-|3spia----i|пріставітъ|1941|приставити
мн̄ѣ|Pp|1s---md--i|мнѣ|439|азъ
вѧще|Df|-------c-i|вѧште|1625|вѧще
н̇еже̄лі|Df|---------n|нежелі|7756|нежели
дъ̀̀в̀̀а|Ma|-d---ma--i|дъва|230|дъва
н̄а|R-|---------n|на|117|на
десѩте|Ma|-s---pl--i|десѧте|8641|десѧтъ
леꙉео̄на|Nb|-d---ma--i|легеона|1942|легеонъ
а҃̄нꙉлъ|Nb|-p---mg--i|англъ|159|ангелъ
како|Du|---------n|како|30|како
же|Df|---------n|же|20|же
ѹ̄бо|Df|---------n|оубо|6|оубо
събѫдѫтъ|V-|3ppia----i|събѫдѫтъ|977|събꙑти
сѧ|Pk|3s---qa--i|сѧ|21|себе
кьнігъи|Nb|-p---fn--i|кьнігъі|10|кънигꙑ
ѣ̄ко|G-|---------n|ѣко|115|ꙗко
тако|Df|---------n|тако|48|тако
подобаа̄ше|V-|3siia----i|подобааше|128|подобати
бъиті|V-|--pna----i|бъіті|18|бꙑти
Въ|R-|---------n|въ|111|въ
тъ|Pd|-s---ma--i|тъ|105|тъ
часъ|Nb|-s---ma--i|часъ|422|часъ
рече|V-|3saia----i|рече|106|рещи
и҃̄съ|Ne|-s---mn--i|ісъ|343|исоусъ
народомъ|Nb|-p---md--i|народомъ|626|народъ
Ѣ̄ко|G-|---------n|ѣко|115|ꙗко
на|R-|---------n|на|117|на
разбоӣника|Nb|-s---mg--i|разбоініка|1678|разбоиникъ
лі|Du|---------n|лі|749|ли
ӣзідосте|V-|2paia----i|ізідосте|681|изити
съ|R-|---------n|съ|92|съ
о̄рѫжіе̄мъ|Nb|-s---ni--i|орѫжіемъ|1935|орѫжиѥ
ӣ|C-|---------n|і|13|и
дръколмі|Nb|-p---mi--i|дръколмі|1936|дрьколь
ѩ̄тъ|V-|-suppmn-si|ѧтъ|1077|ѩти
мене|Pp|1s---mg--i|мене|439|азъ
по|R-|---------n|по|77|по
вьсѧ|Px|-p---ma--i|вьсѧ|54|вьсь
дьні|Nb|-p---ma--i|дьні|522|дьнь
при|R-|---------n|прі|191|при
вась|Pp|2p---ml--i|вась|266|вꙑ
сѣдѣа̄хъ|V-|1siia----i|сѣдѣахъ|1038|сѣдѣти
въ|R-|---------n|въ|111|въ
ц҃ркви|Nb|-s---fl--i|цркві|38|црькꙑ
ѹ̄чѧ|V-|-sppamn-si|оучѧ|103|оучити
ӣ|C-|---------n|і|13|и
не|Df|---------n|не|8|не
ѩ̄сте|V-|2paia----i|ѧсте|1077|ѩти
мене|Pp|1s---qg--i|мене|439|азъ
Се|Pd|-s---nn--i|се|47|сь
же|Df|---------n|же|20|же
въсе|Px|-s---nn--i|въсе|54|вьсь
бъістъ|V-|3saia----i|бъістъ|18|бꙑти
да|G-|---------n|да|366|да
събѫдѫтъ|V-|3ppia----i|събѫдѫтъ|977|събꙑти
сѧ|Pk|3s---qa--i|сѧ|21|себе
кьнигъі|Nb|-p---fn--i|кьнігъі|10|кънигꙑ
п҃ррчьскъиѩ̄|A-|-p---fnpwi|пррчьскъіѧ|0|FIXME
Тогда|Df|---------n|тогда|670|тъгда
ѹ̄ченіці|Nb|-p---mn--i|оученіці|359|оученикъ
вьси|Px|-p---mn--i|вьсі|54|вьсь
о̄ставльше|V-|-pupamn-si|оставльше|666|оставити
ӣ|C-|3s---ma--i|і|13|и
бѣжашѧ|V-|3paia----i|бѣжашѧ|1021|бѣжати
Воӣни|Nb|-p---mn--i|воіні|954|воинъ
же|Df|---------n|же|20|же
е̄мъше|V-|-pupamn-si|емъше|1077|ѩти
ӣса|Ne|-s---mg--i|іса|343|исоусъ
вѣсѧ|V-|3paia----i|вѣсѧ|1142|вести#1
ӣ|C-|---------n|і|13|и
кь|R-|---------n|кь|59|къ
каӣа̄фѣ|Ne|-s---md--i|каіафѣ|1898|каиꙗфа
а̄рх̄іе̄рео̄ві|Nb|-s---md--i|архіереові|940|архиереи
ӣдеже|Dq|---------n|ідеже|795|идеже
кьніжьніці|Nb|-p---mn--i|кьніжьніці|925|кънижьникъ
ӣ|C-|---------n|і|13|и
старьці|Nb|-p---mn--i|старьці|1435|старьць
събьрашѧ|V-|3paia----i|събьрашѧ|233|събьрати
сѧ|Pk|3s---qa--i|сѧ|21|себе
воини|Nb|-p---mn--i|воіні|954|воинъ
е̄мше|V-|-pupamn-si|емше|0|FIXME
и҃̄са|Ne|-s---mg--i|іса|343|исоусъ
вѣсѧ|V-|3paia----i|вѣсѧ|1142|вести#1
ӣ|C-|---------n|і|13|и
кь|R-|---------n|кь|59|къ
каӣа̄фѣ|Ne|-s---md--i|каіафѣ|1898|каиꙗфа
Петръ|Ne|-s---mn--i|петръ|437|петръ
же|Df|---------n|же|20|же
ӣдѣа̄ше|V-|3siia----i|ідѣаше|668|ити
по|R-|---------n|по|77|по
немь|Pp|3s---ml--i|немь|64|и
и̇з|R-|далече|із|485|из
далече|Df|---------n|далече|1015|далече
до|R-|---------n|до|187|до
дв̄ора|Nb|-s---mg--i|двора|1896|дворъ
а̄рхӣе̄рео̄ва|A-|-s---ogpsi|архіереова|1897|архиереовъ
ӣ|C-|---------n|і|13|и
въшедъ|V-|-supamn-si|въшедъ|380|вънити
вънѫтрь|Df|---------n|вънѫтрь|888|вънѫтрь
сѣдѣа̄ше|V-|3siia----i|сѣдѣаше|1038|сѣдѣти
съ|R-|---------n|съ|92|съ
слѹгами|Nb|-p---mi--i|слоугамі|678|слоуга
відѣті|V-|--pna----i|відѣті|478|видѣти
хотѧ|V-|-sppamn-si|хотѧ|301|хотѣти
коньчинѫ|Nb|-s---fa--i|коньчінѫ|1056|коньчина
А̄рх̄іе̄реӣ|Nb|-p---mg--i|архіереі|940|архиереи
же|Df|---------n|же|20|же
ӣ|C-|---------n|і|13|и
ст̄арц̄і|Nb|-p---mn--i|старці|1435|старьць
ӣ|C-|---------n|і|13|и
сьнемъ|V-|-s---mn--i|сьнемъ|2373|сънѧти
весь|Px|-s---mn--i|весь|54|вьсь
ӣскаа̄хѫ|V-|3piia----i|іскаахѫ|114|искати
лъжа|A-|-s---ogpsi|лъжа|885|лъжь
сьвѣдѣтельст҅ва|Nb|-s---ng--i|сьвѣдѣтельства|1833|съвѣдѣтельство
на|R-|---------n|на|117|на
и҃҅са|Ne|-s---mg--i|іса|343|исоусъ
ѣ҅ко|G-|---------n|ѣко|115|ꙗко
да|Df|---------n|да|590|да
ѹ̄біѭ̄тъ|V-|3ppia----i|оубіѭтъ|1141|оубити
ӣ|C-|---------n|і|13|и
ӣ|C-|---------n|і|13|и
не|Df|---------n|не|8|не
о̄брѣтѫ|V-|3paia----i|обрѣтѫ|225|обрѣсти
многомъ|A-|-p---mdpsi|многомъ|49|мъногъ
же|Df|---------n|же|20|же
съвѣдѣтелемъ|Nb|-p---md--i|съвѣдѣтелемъ|1567|съвѣдѣтель
прістѫпавъшемъ|V-|-pupamd-si|прістѫпавъшемъ|3038|пристѫпати
Послѣдь|Df|---------n|послѣдь|1692|послѣдь
же|Df|---------n|же|20|же
прістѫплъша|V-|-dupamn-si|прістѫплъша|930|пристѫпити
дьва|Ma|-d---mn--i|дьва|230|дъва
льжа|Nb|-s---fn--i|льжа|480|лъжа
сьвѣдѣтелѣ|Nb|-d---mn--i|сьвѣдѣтелѣ|1567|съвѣдѣтель
рѣсте|V-|3daia----i|рѣсте|106|рещи
Сь|Pd|-s---mn--i|сь|47|сь
рече|V-|3saia----i|рече|106|рещи
могѫ|V-|1spia----i|могѫ|31|мощи
разоріті|V-|--pna----i|разоріті|1441|разорити
ц҃рковь|Nb|-s---fa--i|црковь|38|црькꙑ
б҃жіѭ̄|A-|-s---fapsi|бжіѭ|239|божии
ӣ|C-|---------n|і|13|и
трьми|Ma|-p---qi--i|трьмі|145|триѥ
дьньми|Nb|-p---mi--i|дьньмі|522|дьнь
съзьдаті|V-|--pna----i|съзьдаті|908|съзьдати
ѭ̄|Pp|3s---fa--i|ѭ|64|и
ӣ|C-|---------n|і|13|и
въставъ|V-|-supamn-si|въставъ|972|въстати
а̄рх̄іе̄реӣ|Nb|-s---mn--i|архіереі|940|архиереи
ӣ|C-|---------n|і|13|и
рече|V-|3saia----i|рече|106|рещи
е̄мѹ|Pp|3s---md--i|емоу|64|и
ничесоже|Px|-s---ng--i|нічесоже|655|ничьтоже
лі|Du|---------n|лі|749|ли
о$т@вѣштавае̄ші|V-|2spia----i|отвѣштаваеші|271|отъвѣщати
чт̄о|Pi|-s---na--i|что|134|чьто
сіӣ|Pd|-p---mn--i|сіі|47|сь
на|R-|---------n|на|117|на
тѧ|Pp|2s---qa--i|тѧ|304|тꙑ
съвѣ$д@тельст̄вѹѭ̄тъ|V-|3ppia----i|съвѣдтельствоуѭтъ|474|съвѣдѣти
и҃̄съ|Ne|-s---mn--i|ісъ|343|исоусъ
же|Df|---------n|же|20|же
м$л@ъ̄чаа̄ше|V-|3siia----i|млъчааше|1945|мльчати
ӣ|C-|---------n|і|13|и
о̄тъвѣштавъ|V-|-supamn-si|отъвѣштавъ|271|отъвѣщати
а̄рх̄іе̄реи|Nb|-s---mn--i|архіереі|940|архиереи
рече|V-|3saia----i|рече|106|рещи
е̄мѹ|Pp|3s---md--i|емоу|64|и
заклінаѭ̄|V-|1spia----i|заклінаѭ|1946|заклинати
тѧ|Pp|2s---ma--i|тѧ|304|тꙑ
б҃мъ|Nb|-s---mi--i|бмъ|34|богъ
жівъіӣмъ|A-|-s---mipwi|жівъіімъ|1504|живъ
да|G-|---------n|да|366|да
речеші|V-|2spia----i|речеші|106|рещи
намъ|Pp|1p---qd--i|намъ|167|мꙑ
а̄ште|G-|---------n|аште|248|аще
тъі|Pp|2s---qn--i|тъі|304|тꙑ
е̄сі|V-|2spia----i|есі|18|бꙑти
х҃ъ|Ne|-s---mn--i|хъ|305|христ(ос)ъ
с҃нъ|Nb|-s---mn--i|снъ|341|сꙑнъ#1
б҃а|Nb|-s---mg--i|ба|34|богъ
жіваа̄го|A-|-s---ogpwi|жівааго|1504|живъ
г҃ла̄|V-|3saia----i|гла|102|глаголати
е̄мѹ|Pp|3s---md--i|емоу|64|и
и҃̄съ|Ne|-s---mn--i|ісъ|343|исоусъ
тъі|Pp|2s---mn--i|тъі|304|тꙑ
рече|V-|3saia----i|рече|106|рещи
о̄баче|Df|---------n|обаче|180|обаче
г҃лѭ|V-|1spia----i|глѭ|102|глаголати
вамъ|Pp|2p---qd--i|вамъ|266|вꙑ
Ѡ҅̄тъ|R-|---------n|отъ|80|отъ
селѣ|Nb|-s---nl--i|селѣ|1339|село
ѹ̄зьріте|V-|2ppia----i|оузьріте|854|оузьрѣти
с҃на|Nb|-s---mg--i|сна|341|сꙑнъ#1
ч҃лчѣ|Nb|-s---mgpsi|члчѣ|0|FIXME
сѣдѧща|V-|-sppamg-si|сѣдѧшта|1038|сѣдѣти
о̄|R-|---------n|о|1|о
деснѫѭ̄|A-|-s---fapwi|деснѫѭ|692|деснъ
сілъі|Nb|-s---fg--i|сілъі|501|сила
ӣ|C-|---------n|і|13|и
грѩдѫщь|V-|-sppama-si|грѧдѫшть|955|грѧсти
на|R-|---------n|на|117|на
о̄блацѣхъ|Nb|-p---ml--i|облацѣхъ|1524|облакъ
н҃б҃снъиӣхъ|A-|-p---mlpwi|нбснъііхъ|399|небесьнъ
Тогда|Df|---------n|тогда|670|тъгда
а̄рхі̄е̄реӣ|Nb|-s---mn--i|архіереі|940|архиереи
растръѕа|V-|3saia----i|растръза|1948|растрьѕати
різъі|Nb|-p---fa--i|різъі|728|риза
своѩ̄|Pt|3p---pa--i|своѧ|217|свои
г҃лѧ|V-|-sppamn-si|глѧ|102|глаголати
Ѣ̄ко|G-|---------n|ѣко|115|ꙗко
власв̄іміѭ̄|Nb|-s---fa--i|власвіміѭ|1460|власвимиꙗ
рече|V-|3saia----i|рече|106|рещи
чьто|Pi|-s---na--i|чьто|134|чьто
е̄ще|Df|---------n|еште|253|ѥще
трѣбѹе̄те|V-|2ppia----i|трѣбоуете|777|трѣбовати
сьвѣдѣтель|Nb|-s---mn--i|сьвѣдѣтель|1567|съвѣдѣтель
се|I-|---------n|се|419|се
нн̄ѣ|Ne|-s---fl--i|ннѣ|0|FIXME
слъишасте|V-|2paia----i|слъішасте|686|слꙑшати
власвіміѭ̄|Nb|-s---fa--i|власвіміѭ|1460|власвимиꙗ
е̄го|Pp|3s---mg--i|его|64|и
чьто|Pi|-s---nn--i|чьто|134|чьто
сѧ|Pk|3s---qa--i|сѧ|21|себе
вамъ|Pp|2p---qd--i|вамъ|266|вꙑ
м̄ьнітъ|V-|3spia----i|мьнітъ|166|мьнѣти
о̄ні|Pd|-p---mn--i|оні|83|онъ
же|Df|---------n|же|20|же
о̄тъвѣштавъше|V-|-pupamn-si|отъвѣштавъше|271|отъвѣщати
рѣшѧ|V-|3paia----i|рѣшѧ|106|рещи
повіненъ|A-|-s---mnpsi|повіненъ|1949|повиньнъ
е̄стъ|V-|3spia----i|естъ|18|бꙑти
сьмръті|Nb|-s---fg--i|сьмръті|1144|съмрьть
Тогд̄а|Df|---------n|тогда|670|тъгда
запльвашѧ|V-|3paia----i|запльвашѧ|1950|запльвати
е̄мѹ|Pp|3s---md--i|емоу|64|и
ліце|Nb|-s---na--i|ліце|790|лице
ӣ|C-|---------n|і|13|и
пакости|Nb|-p---fa--i|пакості|393|пакость
е̄мѹ|Pp|3s---md--i|емоу|64|и
дѣа̄хѫ|V-|3piia----i|дѣахѫ|706|дѣꙗти
О̄виі̄|Nb|-p---mnpwi|овіі|0|FIXME
за|R-|---------n|за|723|за
ланітѫ|Nb|-s---fa--i|ланітѫ|726|ланита
ѹ̄дарішѧ|V-|3paia----i|оударішѧ|725|оударити
г҃лще|V-|-pppamn-si|глште|102|глаголати
Прорьці|V-|2spma----i|прорьці|1200|прорещи
намъ|Pp|1p---qd--i|намъ|167|мꙑ
х҃е|Ne|-s---mv--i|хе|305|христ(ос)ъ
кт̄о|Pi|-s---qn--i|кто|265|къто
е̄стъ|V-|3spia----i|естъ|18|бꙑти
ѹ̄дареӣ|V-|-supamn-wi|оудареі|725|оударити
тѧ|Pp|2s---qa--i|тѧ|304|тꙑ
Петръ|Ne|-s---mn--i|петръ|437|петръ
же|Df|---------n|же|20|же
вънѣ|Df|---------n|вънѣ|1299|вънѣ
сѣдѣа̄ше|V-|3siia----i|сѣдѣаше|1038|сѣдѣти
на|R-|---------n|на|117|на
дворѣ|Nb|-s---ml--i|дворѣ|1896|дворъ
ӣ|C-|---------n|і|13|и
пристѫпі|V-|3saia----i|прістѫпі|930|пристѫпити
кь|R-|---------n|кь|59|къ
немѹ|Pp|3s---md--i|немоу|64|и
е̄діна|Ma|-s---fn--i|едіна|243|ѥдинъ
рабъіні|Nb|-s---fn--i|рабъіні|1951|рабꙑни
г҃лѭщи|V-|-sppafn-si|глѭшті|102|глаголати
Ӣ|C-|---------n|і|13|и
тъі|Pp|2s---qn--i|тъі|304|тꙑ
бѣ|V-|2siia----i|бѣ|18|бꙑти
съ|R-|---------n|съ|92|съ
и҃̄сомъ|Nb|-s---mi--i|ісомъ|5627|исоусъ
